311919759388192769	positive	Zum Glüch wurde der neue Papst heute gekürt %PosSmiley	zu Glüch werden die neu Papst heute küren %PosSmiley	APPRART NN VAFIN ART ADJA NN ADV VVPP ITJ	8/MO 1/NK 0/-- 6/NK 6/NK 3/SB 8/MO 3/OC 8/NK	case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311902080694644737	positive	Meine Nachbarin hat gerade original geschrien : ' Wir ham een neuen Papst , ist das geil ! ' Schmöchtedasnich	mein Nachbarin haben gerade original schreien : ' wir ham een neu Papst , sein die geil ! ' Schmöchtedasnich	PPOSAT NN VAFIN ADV ADJD VVPP $. $( PPER VVFIN ADJA ADJA NN $, VAFIN PDS ADJD $. $( NN	24/NK 25/SB 22/-- 28/MO 28/MO 25/OC 28/-- 29/-- 32/SB 37/OC 35/NK 35/NK 32/OA 35/-- 25/CJ 37/SB 37/PD 39/-- 40/-- 19/--	case=nom|Source::markable_112::Source=True|Sentiment::markable_111::Sentiment=True|Source::markable_112::Anaphref=empty|gender=fem|Sentiment::markable_111::Polarity=positive|Sentiment::markable_111::Sarcasm=false|num=sg|Sentiment::markable_111::Intensity=strong case=nom|gender=fem|Source::markable_112::Source=True|num=sg|Sentiment::markable_111::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True|pos=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True case=nom|Sentiment::markable_111::Sentiment=True|Target::markable_113::Preferred=true|Target::markable_113::Anaphref=empty|*=True|pers=1|num=pl|Target::markable_113::Target=True pers=1|num=pl|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True case=acc|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True|pos=True case=acc|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True|pos=True case=acc|gender=masc|num=sg|Target::markable_113::Target=True|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_111::Sentiment=True EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Intensity=strong|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::SubjectiveFact=false|EmoExpression::markable_114::Polarity=positive|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True _ case=nom|gender=masc|num=sg
311921206586650625	neutral	Chabos wissen wer der Papo ist ! Papst	Chabos wissen wer die Papo sein ! Papst	NE VVFIN PWS ART NN VAFIN $. NN	22/SB 20/-- 26/SB 25/NK 26/PD 22/OC 26/-- 7/--	case=gen|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg
311906840311103488	negative	Mist . Nicht genug Geld bezahlt . Papst zu früh gewählt .	Mist . nicht genug Geld bezahlen . Papst zu früh wählen .	NN $. PTKNEG ADV NN VVPP $. NN PTKA ADJD VVPP $.	8/-- 9/-- 5/NG 3/MO 6/SB 2/-- 6/-- 7/-- 10/MO 11/MO 8/OC 11/--	case=nom|EmoExpression::markable_115::Uncertain=false|Sentiment::markable_116::Sentiment=True|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|gender=masc|EmoExpression::markable_115::Polarity=negative|EmoExpression::markable_115::Sarcasm=false|Sentiment::markable_116::Polarity=negative|num=sg|Sentiment::markable_116::Sarcasm=false|Sentiment::markable_116::Intensity=medium Sentiment::markable_116::Sentiment=True Target::markable_117::Preferred=true|Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True|Target::markable_117::Anaphref=empty Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True case=nom|gender=neut|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True case=nom|gender=masc|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|pos=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True
311940649014423552	negative	Die fünf dringendsten Aufgaben des neuen Kirchenführers - Papst Franzikus I. übernimmt ein schweres Erbe	die fünf dringend Aufgabe die neu Kirchenführers - Papst Franzikus I. übernehmen eine schwer Erbe	ART CARD ADJA NN ART ADJA NN $( NN NN NE VVFIN ART ADJA NN	16/NK 16/NK 16/NK 24/OA 19/NK 19/NK 16/AG 19/-- 19/NK 23/PNC 21/NK 12/-- 27/NK 27/NK 24/OA	case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_104012643::Sarcasm=false|EmoExpression::markable_104012643::Polarity=negative|gender=neut|EmoExpression::markable_104012643::Uncertain=false|pos=True|EmoExpression::markable_104012643::Intensity=medium|num=sg|EmoExpression::markable_104012643::EmoExpression=True|EmoExpression::markable_104012643::SubjectiveFact=false case=acc|gender=neut|num=sg
311920566384877568	neutral	Was macht der Papst da oben das ist nicht mein bf mein bf ist der Papst ich bin Jesus . What the fuck	was machen die Papst da oben die sein nicht mein bf mein bf sein die Papst ich sein Jesus . what the fuck	PIS VVFIN ART NN ADV ADV PDS VAFIN PTKNEG PPOSAT NE PPOSAT NE VAFIN ART NN PPER VAFIN NE $. FM FM NN	17/SB 15/-- 19/NK 17/SB 17/MO 17/MO 23/SB 17/CJ 23/NG 34/NK 28/PNC 28/NK 29/SB 34/RS 31/NK 29/SB 33/SB 31/OC 23/PD 34/-- 22/PNC 20/-- 22/UC	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg _ *=True *=True *=True
312124030587113472	positive	Neuer Papst : Franziskus will Vorgänger Benedikt schnell treffen : Den Vormittag seines ersten Tages als Papst h ...	neu Papst : Franziskus wollen Vorgänger Benedikt schnell treffen : die Vormittag sein erst Tag als Papst h ...	ADJA NN $. NE VMFIN NN NE ADJD VVINF $. ART NN PPOSAT ADJA NN KOKOM NN NN $.	25/NK 23/-- 25/-- 28/SB 25/RS 32/OA 29/NK 32/MO 28/OC 32/-- 35/NK 25/PAR 38/NK 38/NK 35/AG 40/CM 38/CC 40/NK 41/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|*=True|Sentiment::markable_118::Intensity=medium|Sentiment::markable_118::Sarcasm=false|Source::markable_119::Anaphref=empty|num=sg|Source::markable_119::Source=True Sentiment::markable_118::Sentiment=True|mood=ind|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::SubjectiveFact=false Target::markable_121::Target=True|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_121::Preferred=true|Target::markable_121::Anaphref=empty|gender=masc|*=True Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True|pos=True Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311956225657024512	negative	Ich bin mit DoroBaer einer Meinung : Ich glaube auch , dass der Papst ein trauriges Leben führt . / cc annalist	ich sein mit %User eine Meinung : ich glauben auch , dass die Papst eine traurig Leben führen . / cc %User	PPER VAFIN APPR NE ART NN $. PPER VVFIN ADV $, KOUS ART NN ART ADJA NN VVFIN $. $( NE NE	21/SB 19/-- 21/MO 22/NK 25/NK 21/OG 25/-- 28/SB 21/CJ 37/MO 29/-- 37/CP 33/NK 37/SB 36/NK 36/NK 37/OA 28/OC 37/-- 21/-- 22/PNC 19/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|Sentiment::markable_126::Intensity=medium|Sentiment::markable_126::Sentiment=True|Target::markable_127::Preferred=true|gender=neut|Sentiment::markable_126::Polarity=negative|Target::markable_127::Anaphref=empty|num=sg|Sentiment::markable_126::Sarcasm=false|Target::markable_127::Target=True case=acc|Sentiment::markable_126::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_128::Uncertain=false|num=sg|EmoExpression::markable_128::SubjectiveFact=false|EmoExpression::markable_128::Intensity=medium|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=negative|EmoExpression::markable_128::Sarcasm=false|Target::markable_127::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_126::Sentiment=True|Target::markable_127::Target=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind
311915916533309440	negative	Irgenwie geht mir das mit dem Papst gerade auf die Eier .	Irgenwie gehen ich die mit die Papst gerade auf die Ei .	ADV VVFIN PPER PDS APPR ART NN ADV APPR ART NN $.	24/MO 22/-- 24/DA 24/SB 24/MO 29/NK 27/NK 24/MO 24/MO 33/NK 31/NK 33/--	Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|Sentiment::markable_122::Polarity=negative|Sentiment::markable_122::Intensity=strong EmoExpression::markable_124::Sarcasm=false|mood=ind|Sentiment::markable_122::Sentiment=True|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_124::Polarity=negative|EmoExpression::markable_124::Intensity=strong|EmoExpression::markable_124::Uncertain=false case=dat|pers=1|num=sg|Source::markable_123::Source=True|Sentiment::markable_122::Sentiment=True|Source::markable_123::Anaphref=empty|*=True case=acc|Sentiment::markable_122::Sentiment=True|num=sg|Target::markable_125::Anaphref=empty|Target::markable_125::Preferred=true|Target::markable_125::Target=True|gender=neut Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_124::EmoExpression=True case=acc|gender=fem|EmoExpression::markable_124::EmoExpression=True|num=sg|Sentiment::markable_122::Sentiment=True case=acc|gender=fem|EmoExpression::markable_124::EmoExpression=True|num=sg|Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True
312102458765746176	neutral	Deutschland | Deutsche Kardinäle : " Ich hatte mir einen anderen vorgestellt " : Die Wahl von Papst Franziskus ka ...	Deutschland | deutsch Kardinal : " ich haben ich eine andere vorstellen " : die Wahl von Papst Franziskus ka ...	NE XY ADJA NN $. $( PPER VAFIN PPER ART PIS VVPP $( $. ART NN APPR NN NE VVFIN $.	16/SB 16/NK 16/NK 20/VO 16/-- 17/-- 20/SB 12/-- 24/DA 23/NK 24/DA 20/OC 24/-- 25/-- 28/NK 32/OA 28/PG 29/NK 30/AG 24/MO 32/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=gen|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _
311947987121221633	neutral	Der Papst ist jünger als Frank Stronach	die Papst sein jung als Frank Stronach	ART NN VAFIN ADJD KOKOM NE ADV	23/NK 24/SB 21/-- 24/PD 27/CM 25/CC 27/MO	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind comp=True _ case=nom|gender=masc|num=sg _
311878815343316993	neutral	Da guckst du in die Timeline und was ist Thema ? Papst Konklave Kardinäle und S04 Dramatische Mischung .	da gucken du in die Timeline und was sein Thema ? Papst Konklave Kardinal und S04 dramatisch Mischung .	ADV VVFIN PPER APPR ART NN KON PIS VAFIN NN $. NN NN NN KON NN ADJA NN $.	9/MO 7/-- 9/SB 9/MO 13/NK 11/NK 9/CD 16/SB 14/CJ 16/PD 17/-- 11/-- 12/NK 12/CJ 14/CD 15/CJ 18/NK 12/PAR 18/--	_ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _
311917290532790272	negative	Vielleicht der Sohn vom Papst ... der ist doch vie zu jung .	vielleicht die Sohn von Papst ... die sein doch vie zu jung .	ADV ART NN APPRART NN $. PDS VAFIN ADV ADJD APPR ADJD $.	22/MO 22/NK 19/-- 22/MNR 23/NK 24/-- 8/SB 6/-- 8/MO 12/MO 12/MO 8/PD 12/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_104012644::SubjectiveFact=false|EmoExpression::markable_104012644::Intensity=medium|EmoExpression::markable_104012644::Polarity=negative|EmoExpression::markable_104012644::Sarcasm=false|EmoExpression::markable_104012644::EmoExpression=True|EmoExpression::markable_104012644::Uncertain=false EmoExpression::markable_104012644::EmoExpression=True|pos=True _
311909610544037890	neutral	Habemus Papam ! Live im ORF - jetzt ZIB , dann wieder Sondersendung. konklave Papst	Habemus Papam ! live in ORF - jetzt ZIB , dann wieder Sondersendung. Konklave Papst	NN NN $. ADJD APPRART NE $( ADV NE $, ADV ADV NN NN NN	13/-- 14/NK 15/-- 11/RE 4/MO 5/NK 6/-- 9/MO 4/APP 9/-- 13/MO 13/MO 3/-- 13/NK 13/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311955697187307520	neutral	+ + + + Habemus Batman : Neuer Papst entscheidet sich für ungewöhnlichen Namen + + + + newstweet	+ + + + Habemus Batman : neu Papst entscheiden sich für ungewöhnlich Name + + + + newstweet	KON KON KON KON NN NE $. ADJA NN VVFIN PRF APPR ADJA NN KON KON KON KON ADJA	25/JU 16/CD 17/CD 18/CD 19/CJ 20/NK 21/-- 24/NK 25/SB 15/-- 25/OA 25/MO 29/NK 27/NK 25/MO 30/CD 31/CD 32/CD 33/CJ	_ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ _
311988532614938625	neutral	Eine Berichtigung zur Papstberichterstattung im TA : Der Papst heisst nur Franziskus , nicht Franziskus I. Bei Johannes Paul I. war das anders	eine Berichtigung zu Papstberichterstattung in TA : die Papst heißen nur Franziskus , nicht Franziskus I. bei Johannes Paul I. sein die anders	ART NN APPRART NN APPRART NE $. ART NN VVFIN ADV NE $, PTKNEG NE NE APPR NE NE NE VAFIN PDS ADV	21/NK 40/SB 21/MNR 22/NK 23/MNR 24/NK 25/-- 28/NK 29/SB 25/RS 31/MO 29/MO 31/-- 40/NG 35/PNC 40/SB 35/MNR 38/PNC 36/NK 38/PNC 19/-- 40/SB 40/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg _
311908865094590464	neutral	" Der abgetretene Papst " . Na , na . Man muss ihn ja nicht gleich mit einer Fussmatte vergleichen .	" die abgetreten Papst " . na , na . man müssen er ja nicht gleich mit eine Fussmatte vergleichen .	$( ART ADJA NN $( $. ITJ $, ITJ $. PIS VMFIN PPER ADV PTKNEG ADJD APPR ART NN VVINF $.	25/-- 27/NK 27/NK 23/-- 27/-- 28/-- 9/NK 7/-- 10/NK 6/-- 12/SB 10/-- 20/OA 12/MO 12/NG 20/MO 20/OP 19/NK 17/NK 12/OC 20/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pers=3 _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
311917220794093568	neutral	GZSZ soll jetzt vorbei sein ! Ich muss den neuen Papst sehen !	GZSZ sollen jetzt vorbei sein ! ich müssen die neu Papst sehen !	NN VMFIN ADV ADV VAINF $. PPER VMFIN ART ADJA NN VVINF $.	23/SB 21/-- 23/MO 26/MO 23/OC 26/-- 8/SB 6/-- 11/NK 11/NK 12/OA 8/OC 12/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _
311949413125849089	neutral	Kommentar aus dem Jahr 2011  über den neuen Papst : %Link klingtnichtgut	Kommentar aus die Jahr @card@ über die neu Papst : %Link klingtnichtgut	NN APPR ART NN CARD APPR ART ADJA NN $. XY NN	13/-- 14/MNR 17/NK 15/NK 17/NK 14/MNR 22/NK 22/NK 19/NK 22/-- 13/-- 14/PD	case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ pos=True
312111164643479552	neutral	Auf einen Blick : Warum der Papst auch keine Reformen durchführen wird .	auf eine Blick : warum die Papst auch keine Reform durchfahren|durchführen werden .	APPR ART NN $. PWAV ART NN ADV PIAT NN VVFIN VAFIN $.	24/MO 15/NK 13/NK 15/-- 23/MO 19/NK 23/SB 22/MO 22/NK 23/OA 24/OC 12/-- 24/--	_ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ pers=3|num=sg|tense=pres|mood=ind _
311881379522674688	negative	Noch ein halbes Jahr schwarzer Rauch - das wäre es ! Könnte man täglich nach dem Dax und vor dem Wetter kommentieren P ...	noch eine halb Jahr schwarz Rauch - die sein es ! können man täglich nach die Dax und vor die Wetter kommentieren P ...	ADV ART ADJA NN ADJA NN $( PDS VAFIN PPER $. VMFIN PIS ADJD APPR ART NE KON APPR ART NN VVFIN NE $.	17/MO 17/NK 17/NK 18/MO 19/NK 21/RE 19/-- 22/SB 13/-- 22/SB 23/-- 11/-- 12/SB 12/MO 22/MO 17/NK 15/NK 15/CD 18/CJ 21/NK 19/NK 12/OC 22/SB 23/--	_ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=nom|EmoExpression::markable_104012645::Uncertain=false|EmoExpression::markable_104012645::Polarity=negative|EmoExpression::markable_104012645::Sarcasm=false|gender=masc|pos=True|num=sg|EmoExpression::markable_104012645::Intensity=medium|EmoExpression::markable_104012645::SubjectiveFact=true|EmoExpression::markable_104012645::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_104012645::EmoExpression=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 _ pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg pos=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=sg _
311913563398737920	neutral	Neuer Papst in Rom gewählt : Nachdem am Mittwochabend im fünften Wahlgang ein neuer Papst gewählt worden ist , s ...	neu Papst in Rom wählen : nachdem an Mittwochabend in fünft Wahlgang eine neu Papst wählen werden sein , s ...	ADJA NN APPR NE VVPP $. KOUS APPRART NN APPRART ADJA NN ART ADJA NN VVPP VAPP VAFIN $, NN $.	26/NK 24/-- 29/MO 27/NK 26/APP 29/-- 42/CP 40/MO 32/NK 40/MO 36/NK 34/NK 39/NK 39/NK 42/SB 41/OC 42/OC 29/MO 42/-- 24/-- 44/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 _
311918877049253888	neutral	Franziskus ist der Patron des Umweltschutzes ! papst	Franziskus sein die Patron die Umweltschutz ! papst	NE VAFIN ART NN ART NN $. ADJA	23/SB 21/-- 25/NK 23/PD 27/NK 25/AG 27/-- 7/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ _
312010460285243392	neutral	Sieben Millionen Tweets zur Papst - Wahl	sieben Million Tweets zu Papst - Wahl	CARD NN NN APPRART NN $( NN	10/NMC 8/-- 10/NK 10/MNR 12/NK 13/-- 13/CJ	_ case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg
311910829584953347	neutral	Aber wie werden die Märkte reagieren ?! papst	aber wie werden die Markt reagieren ?! Papst	KON KOKOM VAFIN ART NN VVFIN ADJA NN	10/JU 12/CM 7/-- 12/NK 10/SB 10/OC 13/MO 7/--	_ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl|pos=True _
311928054874243072	neutral	Oooh wie ale gleich wieder n fass aufmachen weil man übern papst twittert . Meiiine fresse . Kriegt euch wieder ein .	Oooh wie ale gleich wieder n fassen aufmachen weil man übern Papst twittert . Meiiine fressen . kriegen ihr wieder ein .	NN KOKOM ADJD ADJD ADV ADJA VVIMP VVFIN KOUS PIS APPRART NN VVFIN $. NE VVFIN $. VVFIN PPER ADV PTKVZ $.	12/NK 12/CM 12/MO 16/MO 14/MO 12/CC 14/NK 8/-- 21/CP 21/SB 21/MO 19/NK 16/MO 21/-- 16/SB 14/-- 16/-- 17/-- 18/DA 18/MO 18/SVP 21/--	pos=True _ pos=True _ _ _ _ _ _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 _ _ _
