373986383125176320	positive	das ganze plakative Gehabe lass ich mal durchgehen weil ' ' wahlkampf ' ' ist %PosSmiley	die ganz plakative Gehabe laß ich mal durchgehen weil ' ' Wahlkampf ' ' sein %PosSmiley	ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS $( $( NN $( $( VAFIN ITJ	4/NK 4/NK 4/NK 8/OA 8/MO 8/SB 8/MO 0/-- 15/CP 9/-- 10/-- 15/SB 12/-- 13/-- 8/MO 7/DM	case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ _ _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
375336502219505664	negative	Das ist dreist : Seehofer erklärt , SPD sei verantwortlich für Landesbank - Desaster . Warum lacht da keiner ? tvduell	die sein dreist : Seehofer erklären , SPD sein verantwortlich für Landesbank - Desaster . warum lachen da keine ? tvduell	PDS VAFIN ADJD $. NE VVFIN $, NE VAFIN ADJD APPR NN $( NN $. PWAV VVFIN ADV PIS $. ADJD	17/SB 15/-- 17/PD 18/-- 21/SB 17/CJ 21/-- 24/SB 21/OC 24/PD 25/MO 26/NK 27/-- 21/OA 29/-- 17/MO 15/-- 17/MO 17/SB 19/-- 20/--	case=nom|num=sg|Sentiment::markable_44::Intensity=medium|Sentiment::markable_44::Sarcasm=false|gender=neut|Sentiment::markable_44::Polarity=negative|Sentiment::markable_44::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_44::Sentiment=True EmoExpression::markable_45::Intensity=medium|EmoExpression::markable_45::EmoExpression=True|pos=True|EmoExpression::markable_45::Polarity=negative|EmoExpression::markable_45::Sarcasm=false|EmoExpression::markable_45::SubjectiveFact=false|EmoExpression::markable_45::Uncertain=false|Sentiment::markable_44::Sentiment=True Sentiment::markable_44::Sentiment=True case=nom|Target::markable_46::Target=True|Sentiment::markable_100500337::Sarcasm=false|Sentiment::markable_100500337::Polarity=negative|*=True|Sentiment::markable_44::Sentiment=True|num=sg|Source::markable_100500337::Source=True|Sentiment::markable_100500337::Sentiment=True|Source::markable_100500337::Anaphref=empty|Target::markable_46::Anaphref=empty|Target::markable_46::Preferred=true|Sentiment::markable_100500337::Intensity=medium pers=3|Target::markable_46::Target=True|num=sg|tense=pres|mood=ind|Sentiment::markable_100500337::Sentiment=True|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True|Sentiment::markable_100500337::Sentiment=True case=nom|Target::markable_46::Target=True|Target::markable_100500337::Anaphref=empty|Target::markable_100500337::Target=True|gender=fem|Target::markable_100500337::Preferred=true|num=sg|Sentiment::markable_100500337::Sentiment=True|Sentiment::markable_44::Sentiment=True pers=3|Target::markable_46::Target=True|num=sg|tense=pres|mood=subj|Sentiment::markable_100500337::Sentiment=True|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True|pos=True|Sentiment::markable_100500337::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True|Sentiment::markable_100500337::Sentiment=True case=acc|Target::markable_46::Target=True|num=sg|Sentiment::markable_100500337::Sentiment=True|gender=fem|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True|Sentiment::markable_100500337::Sentiment=True Target::markable_46::Target=True|EmoExpression::markable_100500337::EmoExpression=True|EmoExpression::markable_100500335::EmoExpression=True|EmoExpression::markable_100500335::Uncertain=false|Sentiment::markable_44::Sentiment=True|num=sg|EmoExpression::markable_100500335::SubjectiveFact=false|Sentiment::markable_100500337::Sentiment=True|EmoExpression::markable_100500335::Intensity=strong|case=acc|EmoExpression::markable_100500337::Intensity=strong|EmoExpression::markable_100500337::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500335::Polarity=negative|EmoExpression::markable_100500335::Sarcasm=false|EmoExpression::markable_100500337::Sarcasm=false|EmoExpression::markable_100500337::Polarity=negative|EmoExpression::markable_100500337::Uncertain=false _ _ EmoExpression::markable_100500336::Uncertain=false|EmoExpression::markable_100500336::Intensity=medium|mood=ind|EmoExpression::markable_100500336::Polarity=positive|EmoExpression::markable_100500336::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500336::SubjectiveFact=false|EmoExpression::markable_100500336::Sarcasm=false _ case=nom|gender=masc|num=sg _ pos=True
380708911042822144	negative	Pro - Tipp vom Fachmann : Im Winter einfach den Karmin mit Wahlplakaten heizen , am besten eignen sich NPD und AfD Plakate !	pro - Tip von Fachmann : in Winter einfach die <UNKNOWN> mit Wahlplakat heizen , an gut eignen sich NPD und AfD Plakat !	APPR $( NN APPRART NN $. APPRART NN ADJD ART NN APPR NN VVINF $, APPRART ADJA VVFIN PRF NE KON NE NN $.	35/MO 22/-- 22/NK 24/MNR 25/NK 26/-- 35/MO 28/NK 35/MO 32/NK 35/OA 32/MNR 33/NK 39/SB 35/-- 38/PM 35/CJ 21/-- 39/OA 37/NK 41/CD 42/CJ 39/SB 44/--	_ _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|Sentiment::markable_47::Sarcasm=true|num=sg|Sentiment::markable_47::Polarity=negative|gender=masc|Sentiment::markable_47::Intensity=strong|Sentiment::markable_47::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True pos=True|Sentiment::markable_47::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True case=dat|EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=true|gender=masc|EmoExpression::markable_49::SubjectiveFact=false|Sentiment::markable_47::Sentiment=True|num=sg|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=strong case=dat|num=sg|sup=True|EmoExpression::markable_49::EmoExpression=True|gender=masc|Sentiment::markable_47::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_47::Sentiment=True case=acc|pers=3|num=pl|Sentiment::markable_47::Sentiment=True case=nom|Target::markable_48::Anaphref=empty|num=sg|Target::markable_48::Preferred=true|Target::markable_48::Target=True|*=True|Sentiment::markable_47::Sentiment=True Target::markable_48::Target=True|Sentiment::markable_47::Sentiment=True case=nom|*=True|num=sg|Target::markable_48::Target=True|Sentiment::markable_47::Sentiment=True case=acc|gender=neut|num=pl|Target::markable_48::Target=True|Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True
379195302378758144	negative	Bei SPD und Grüne sieht es nicht besser aus . Schaut mal wieviel Waffen 1998-2005 exportie ...	bei SPD und Grüne sehen es nicht gut aus . schauen mal wieviele Waffe @card@ exportie ...	APPR NE KON NN VVFIN PPER PTKNEG ADJD PTKVZ $. VVFIN ADV PWAV NN CARD VVFIN $.	29/MO 25/NK 26/CD 27/CJ 24/-- 29/SB 29/NG 29/MO 29/SVP 33/-- 16/MO 16/MO 16/MO 16/SB 16/OA 10/-- 16/--	Sentiment::markable_100500320::Sentiment=True|Sentiment::markable_100500320::Sarcasm=false|Sentiment::markable_100500320::Polarity=negative|Sentiment::markable_100500320::Intensity=medium case=dat|Sentiment::markable_100500320::Sentiment=True|num=sg|Target::markable_100500321::Anaphref=empty|gender=fem|Target::markable_100500321::Preferred=true|Target::markable_100500321::Target=True Sentiment::markable_100500320::Sentiment=True case=nom|Sentiment::markable_100500320::Sentiment=True|num=pl|Target::markable_100500322::Preferred=true|Target::markable_100500322::Anaphref=empty|*=True|Target::markable_100500322::Target=True pers=3|Sentiment::markable_100500320::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_100500320::Sentiment=True|pers=3 Sentiment::markable_100500320::Sentiment=True|Negation::markable_100500324::EmoExpressionRef=emo-expression:markable_100500323|Negation::markable_100500324::Negation=True EmoExpression::markable_100500323::SubjectiveFact=false|EmoExpression::markable_100500323::Sarcasm=false|EmoExpression::markable_100500323::EmoExpression=True|comp=True|EmoExpression::markable_100500323::Uncertain=false|EmoExpression::markable_100500323::Intensity=medium|Sentiment::markable_100500320::Sentiment=True|EmoExpression::markable_100500323::Polarity=positive Sentiment::markable_100500320::Sentiment=True Sentiment::markable_100500320::Sentiment=True pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=pl _ _ _
374426818155012096	neutral	Wann & wo kann man sich eigentlich das wahre Kanzlerduell zwischen MartinSonneborn und GregorGysi zu Gemüte führen ? tvduell	wann & wo können man sich eigentlich die wahr Kanzlerduell zwischen %User und %User zu Gemüt führen ? tvduell	PWAV KON PWAV VMFIN PIS PRF ADV ART ADJA NN APPR NE KON NE APPR NN VVINF $. ADJD	21/MO 18/CD 19/CJ 17/-- 21/SB 34/OA 21/MO 27/NK 27/NK 34/OA 27/MNR 28/NK 29/CD 30/CJ 34/MO 32/NK 21/OC 34/-- 18/--	_ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|pers=3|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|*=True|num=sg _ case=dat|gender=fem|num=sg _ _ pos=True
364643814453313536	positive	An FDP - Plakat vorbeigefahren " Lieber starke Mitte statt linker Rand " . Nach rechts halten sie sich aber scheinbar alles o ...	an FDP - Plakat vorbeifahren " Liebe stark Mitte statt links Rand " . nach rechts halten sie sich aber scheinbar alle o ...	APPR NE $( NN VVPP $( NN ADJA NN APPR ADJA NN $( $. APPR ADV VVFIN PPER PRF ADV ADJD PIS VVFIN $.	24/MO 20/NK 21/-- 24/OA 26/NK 24/-- 19/-- 28/NK 26/MNR 28/MNR 31/NK 29/NK 31/-- 32/-- 17/MO 15/NK 14/-- 17/SB 17/OA 17/MO 23/MO 23/OA 17/OC 23/--	_ case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg _ Sentiment::markable_100500330::Intensity=medium|Sentiment::markable_100500330::Sentiment=True|Sentiment::markable_100500330::Polarity=positive|Sentiment::markable_100500330::Sarcasm=false case=nom|Sentiment::markable_100500330::Sentiment=True|EmoExpression::markable_100500333::EmoExpression=True|gender=neut|EmoExpression::markable_100500333::Sarcasm=false|EmoExpression::markable_100500333::Polarity=positive|num=pl|EmoExpression::markable_100500333::Intensity=medium|EmoExpression::markable_100500333::SubjectiveFact=false|EmoExpression::markable_100500333::Uncertain=false case=nom|Sentiment::markable_100500330::Sentiment=True|gender=neut|pos=True|Target::markable_100500331::Target=True|Target::markable_100500331::Preferred=true|num=pl|Target::markable_100500331::Anaphref=empty case=nom|gender=neut|num=pl|Sentiment::markable_100500330::Sentiment=True|Target::markable_100500331::Target=True Sentiment::markable_100500330::Sentiment=True|EmoExpression::markable_100500334::EmoExpression=True|EmoExpression::markable_100500334::Uncertain=false|EmoExpression::markable_100500334::Sarcasm=false|EmoExpression::markable_100500334::SubjectiveFact=false|EmoExpression::markable_100500334::Polarity=negative|EmoExpression::markable_100500334::Intensity=medium case=dat|Sentiment::markable_100500330::Sentiment=True|Target::markable_100500332::Preferred=false|gender=fem|Target::markable_100500332::Anaphref=empty|pos=True|Target::markable_100500332::Target=True|num=sg case=dat|gender=fem|Target::markable_100500332::Target=True|num=sg|Sentiment::markable_100500330::Sentiment=True Sentiment::markable_100500330::Sentiment=True _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|pers=3|num=pl _ pos=True case=acc|gender=neut|num=sg _ _
361387680233304065	neutral	Neue Umfrageergebnisse : Schwarz - Gelb fällt in Umfrage hinter Opposition	neu Umfrageergebnis : Schwarz - Gelb fallen|fällen in Umfrage hinter Opposition	ADJA NN $. NE $( NN VVFIN APPR NN APPR NN	26/NK 24/-- 26/-- 26/MO 28/-- 31/SB 26/PAR 31/MO 32/NK 31/MO 34/NK	case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg
375341103740100608	neutral	Der Vollhorst hat die Regierungsbezirke auswendig gelernt CSU - tvduell brwahl	die Vollhorst haben die Regierungsbezirk auswendig lernen CSU - tvduell brwahl	ART NN VAFIN ART NN ADV VVPP NE $( NN NN	13/NK 14/SB 11/-- 16/NK 18/OA 18/MO 14/OC 18/SB 19/-- 18/PAR 21/NK	case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_100500423::Uncertain=false|gender=masc|EmoExpression::markable_100500423::EmoExpression=True|EmoExpression::markable_100500423::Polarity=negative|num=sg|EmoExpression::markable_100500423::Sarcasm=false|EmoExpression::markable_100500423::Intensity=medium|EmoExpression::markable_100500423::SubjectiveFact=false pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pos=True _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
374496735109730304	neutral	Wir haben es jetzte verstanden - die neue Rechte tut also ob ... AfD	wir haben es jetzte verstehen - die neu Recht|Rechte tun also ob ... AfD	PPER VAFIN PPER ADJA VVPP $( ART ADJA NN VVFIN ADV ADV $. ADJA	13/SB 11/-- 16/OA 16/OA 13/OC 16/-- 20/NK 20/NK 21/OA 16/OC 21/MO 21/MO 23/-- 13/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=pl|pos=True _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _
382869019222487040	negative	So gewinnt man Wahlen . Grünen rennen Wähler weg wg Steuererhöhungsplänen . 3 Tage nach Wahl erwägt auch CDU Erhöhungen h ...	so gewinnen man Wahl . Grüne rennen Wähler weg wg Steuererhöhungsplan . 3 Tag nach Wahl erwägen auch CDU Erhöhung h ...	ADV VVFIN PIS NN $. NN VVFIN NN ADV ADJD NN $. CARD NN APPR NN VVFIN ADV NE NN NN $.	16/MO 14/-- 16/SB 16/OA 18/-- 7/SB 5/-- 7/SB 7/MO 7/MO 7/OA 11/-- 14/NK 15/MO 17/MO 15/NK 12/-- 20/MO 20/PNC 17/OA 20/NK 21/--	_ EmoExpression::markable_100500325::SubjectiveFact=false|EmoExpression::markable_100500325::Polarity=positive|mood=ind|EmoExpression::markable_100500325::Sarcasm=false|EmoExpression::markable_100500325::Uncertain=false|EmoExpression::markable_100500325::Intensity=medium|pers=3|EmoExpression::markable_100500325::EmoExpression=True|num=sg|tense=pres case=nom|*=True|num=sg case=acc|gender=fem|num=pl _ case=nom|Sentiment::markable_100500326::Polarity=negative|Target::markable_100500327::Anaphref=empty|*=True|Sentiment::markable_100500326::Sarcasm=false|Target::markable_100500327::Preferred=true|num=pl|Sentiment::markable_100500326::Sentiment=True|Target::markable_100500327::Target=True|Sentiment::markable_100500326::Intensity=medium EmoExpression::markable_100500329::Uncertain=false|mood=ind|EmoExpression::markable_100500329::SubjectiveFact=false|pers=3|EmoExpression::markable_100500329::Intensity=medium|num=pl|tense=pres|EmoExpression::markable_100500329::Sarcasm=false|Sentiment::markable_100500326::Sentiment=True|EmoExpression::markable_100500329::Polarity=negative|EmoExpression::markable_100500329::EmoExpression=True case=nom|num=pl|Sentiment::markable_100500326::Sentiment=True|gender=masc|Source::markable_100500328::Anaphref=empty|Source::markable_100500328::Source=True Sentiment::markable_100500326::Sentiment=True|EmoExpression::markable_100500329::EmoExpression=True Sentiment::markable_100500326::Sentiment=True|pos=True case=acc|gender=fem|num=pl|Sentiment::markable_100500326::Sentiment=True Sentiment::markable_100500326::Sentiment=True _ case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _
376651562858586112	negative	Noch ein Anti - Demokrat : Warum kann man das AfD - Plakat nicht einfach abreissen .. ich prangere das hochgradig an	noch eine Anti - Demokrat : warum können man die AfD - Plakat nicht einfach abreißen .. ich prangern die hochgradig an	ADV ART ADJA $( NN $. PWAV VMFIN PIS ART NN $( NN PTKNEG ADJD VVFIN NN PPER VVFIN PDS ADJD APPR	27/MO 27/NK 27/NK 25/-- 30/PD 27/-- 30/MO 22/-- 30/SB 33/NK 38/OA 33/-- 33/NK 30/NG 38/MO 30/OC 38/OA 19/SB 17/-- 19/OA 19/MO 19/SVP	Sentiment::markable_100500352::Sentiment=True|Sentiment::markable_100500352::Intensity=medium|Sentiment::markable_100500352::Polarity=negative|Sentiment::markable_100500352::Sarcasm=false case=acc|Target::markable_100500353::Anaphref=empty|num=sg|Sentiment::markable_100500352::Sentiment=True|Target::markable_100500353::Preferred=true|gender=neut|Target::markable_100500353::Target=True case=acc|EmoExpression::markable_100500354::Sarcasm=false|Sentiment::markable_100500352::Sentiment=True|EmoExpression::markable_100500354::Intensity=medium|gender=neut|EmoExpression::markable_100500354::SubjectiveFact=false|pos=True|Target::markable_100500353::Target=True|num=sg|EmoExpression::markable_100500354::Uncertain=false|EmoExpression::markable_100500354::Polarity=negative|EmoExpression::markable_100500354::EmoExpression=True Sentiment::markable_100500352::Sentiment=True|Target::markable_100500353::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_100500352::Sentiment=True|Target::markable_100500353::Target=True _ Sentiment::markable_51::Sentiment=True|Target::markable_56::Preferred=true|Sentiment::markable_51::Intensity=medium|Sentiment::markable_51::Sarcasm=false|Target::markable_56::Target=True|Target::markable_56::Anaphref=empty|Sentiment::markable_51::Polarity=negative pers=3|Sentiment::markable_51::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_56::Target=True case=nom|*=True|Target::markable_56::Target=True|num=sg|Sentiment::markable_51::Sentiment=True case=acc|gender=neut|Target::markable_56::Target=True|num=sg|Sentiment::markable_51::Sentiment=True case=acc|gender=neut|Target::markable_56::Target=True|num=sg|Sentiment::markable_51::Sentiment=True Sentiment::markable_51::Sentiment=True|Target::markable_56::Target=True case=acc|gender=masc|Target::markable_56::Target=True|num=sg|Sentiment::markable_51::Sentiment=True Sentiment::markable_51::Sentiment=True|Target::markable_56::Target=True Sentiment::markable_51::Sentiment=True|Target::markable_56::Target=True|pos=True Sentiment::markable_51::Sentiment=True|EmoExpression::markable_100500424::SubjectiveFact=true|EmoExpression::markable_100500424::Sarcasm=false|EmoExpression::markable_100500424::Polarity=negative|EmoExpression::markable_100500424::EmoExpression=True|EmoExpression::markable_100500424::Intensity=medium|Target::markable_56::Target=True|EmoExpression::markable_100500424::Uncertain=false case=acc|gender=neut|num=sg|Sentiment::markable_51::Sentiment=True case=nom|pers=1|num=sg|Sentiment::markable_51::Sentiment=True|Source::markable_100500351::Source=True|*=True|Source::markable_100500351::Anaphref=empty EmoExpression::markable_52::EmoExpression=True|Sentiment::markable_51::Sentiment=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|mood=ind|EmoExpression::markable_52::Polarity=positive|EmoExpression::markable_52::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_52::SubjectiveFact=false case=acc|Sentiment::markable_51::Sentiment=True|num=sg|Target::markable_55::Target=True|gender=neut|Target::markable_55::Anaphref=markable_56|Target::markable_55::Preferred=true Intensifier::markable_54::EmoExpressionRef=emo-expression:markable_52|Sentiment::markable_51::Sentiment=True|pos=True|Intensifier::markable_54::Intensifier=True|Intensifier::markable_54::Degree=medium EmoExpression::markable_52::EmoExpression=True|Sentiment::markable_51::Sentiment=True
365558811324452864	neutral	Drei Grüne neu auf twitter : und DenGeorgWilli	drei Grüne neu auf twitter : und %User	CARD NN ADJD APPR NN $. KON NE	24/NK 22/-- 24/MNR 24/MO 26/NK 27/-- 24/CD 29/CJ	_ case=nom|*=True|num=pl pos=True _ pos=True _ _ case=nom|gender=masc|num=sg
382426238066761729	positive	Die spd wird lieber mit den rechten von cdu , #csu koalieren als mit der linke . Damit ist die Verortung der spd doch wohl kein Problem .	die spd werden lieb mit die recht|rechts von cdu , #csu koalieren als mit die links . damit sein die Verortung die spd doch wohl keine Problem .	ART ADJA VAFIN ADJD APPR ART ADJA APPR NN $, NN VVFIN KOKOM APPR ART ADJA $. PAV VAFIN ART NN ART ADJA ADV ADV PIAT NN $.	10/NK 11/SB 8/-- 20/MO 20/MO 15/NK 13/NK 15/PG 16/NK 17/-- 17/CJ 11/OC 22/CM 12/CC 24/NK 22/NK 24/-- 19/NK 17/-- 21/NK 19/SB 23/NK 21/AG 19/MO 19/MO 27/NK 19/PD 27/--	case=nom|Source::markable_100500356::Anaphref=empty|Sentiment::markable_100500355::Sarcasm=false|Sentiment::markable_100500355::Polarity=comparison|gender=fem|Sentiment::markable_100500355::Intensity=medium|num=sg|Sentiment::markable_100500355::Sentiment=True|Source::markable_100500356::Source=True case=nom|num=sg|Sentiment::markable_100500355::Sentiment=True|Source::markable_100500356::Source=True|gender=fem|pos=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500355::Sentiment=True EmoExpression::markable_100500360::Polarity=positive|EmoExpression::markable_100500360::Sarcasm=false|Sentiment::markable_100500355::Sentiment=True|EmoExpression::markable_100500360::EmoExpression=True|EmoExpression::markable_100500360::Uncertain=false|EmoExpression::markable_100500360::Intensity=medium|EmoExpression::markable_100500360::SubjectiveFact=false Sentiment::markable_100500355::Sentiment=True case=dat|Target::markable_100500357::Target=True|Target::markable_100500357::Preferred=true|num=pl|Sentiment::markable_100500355::Sentiment=True|gender=fem|Target::markable_100500357::Anaphref=empty case=dat|Target::markable_100500357::Target=True|num=pl|Sentiment::markable_100500355::Sentiment=True|gender=fem|pos=True Target::markable_100500357::Target=True|Sentiment::markable_100500355::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_100500355::Sentiment=True|Target::markable_100500357::Target=True Sentiment::markable_100500355::Sentiment=True case=acc|num=sg|Sentiment::markable_100500355::Sentiment=True|Target::markable_100500358::Target=True|gender=neut|Target::markable_100500358::Preferred=true|Target::markable_100500358::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100500355::Sentiment=True Sentiment::markable_100500355::Sentiment=True Sentiment::markable_100500355::Sentiment=True case=dat|num=sg|Target::markable_100500359::Preferred=false|Sentiment::markable_100500355::Sentiment=True|gender=fem|Target::markable_100500359::Target=True|Target::markable_100500359::Anaphref=empty case=dat|gender=fem|num=sg|Sentiment::markable_100500355::Sentiment=True|Target::markable_100500359::Target=True Sentiment::markable_100500355::Sentiment=True Sentiment::markable_100500361::Polarity=positive|Sentiment::markable_100500361::Sentiment=True|Sentiment::markable_100500361::Intensity=weak|Sentiment::markable_100500361::Sarcasm=false pers=3|Sentiment::markable_100500361::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Target::markable_100500362::Target=True|Sentiment::markable_100500361::Sentiment=True|num=sg|Target::markable_100500362::Anaphref=empty|gender=fem|Target::markable_100500362::Preferred=true case=nom|gender=fem|Sentiment::markable_100500361::Sentiment=True|num=sg|Target::markable_100500362::Target=True case=gen|gender=fem|Sentiment::markable_100500361::Sentiment=True|num=sg|Target::markable_100500362::Target=True case=gen|gender=fem|Sentiment::markable_100500361::Sentiment=True|num=sg|Target::markable_100500362::Target=True Sentiment::markable_100500361::Sentiment=True Sentiment::markable_100500361::Sentiment=True|Diminisher::markable_100500365::Degree=medium|Diminisher::markable_100500365::Diminisher=True|Diminisher::markable_100500365::EmoExpressionRef=empty case=nom|Sentiment::markable_100500361::Sentiment=True|num=sg|Negation::markable_100500364::EmoExpressionRef=emo-expression:markable_100500363|gender=neut|Negation::markable_100500364::Negation=True case=nom|Sentiment::markable_100500361::Sentiment=True|EmoExpression::markable_100500363::Polarity=negative|gender=neut|EmoExpression::markable_100500363::Uncertain=false|num=sg|EmoExpression::markable_100500363::Intensity=medium|EmoExpression::markable_100500363::EmoExpression=True|EmoExpression::markable_100500363::SubjectiveFact=false|EmoExpression::markable_100500363::Sarcasm=false Sentiment::markable_100500361::Sentiment=True
