378616125267144704	neutral	war es auch %PosSmiley eine der letzten gelben / grünen zucchinis , tomaten , karotten etc ...	sein es auch %PosSmiley eine die letzt gelb / grün zucchinis , tomaten , karotten etc. ...	VAFIN PPER ADV ITJ ART ART ADJA ADJA $( ADJA NN $, ADJD $, VVFIN ADV $.	0/-- 1/SB 1/MO 13/DM 13/OA 11/NK 11/NK 11/NK 8/-- 8/MO 5/AG 11/-- 1/PD 13/-- 1/CJ 15/MO 16/--	pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|num=sg|EmoExpression::markable_1::Intensity=medium case=acc|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True _ _ _ case=nom|gender=neut|num=sg _ _ _ pers=3|num=pl|tense=past|mood=ind _ _
363623697493401602	mixed	Angst vor Washington . " Merkel fehlt das Rückgrat " %Link %Link Merkel SPD Wahlkampf	Angst vor Washington . " Merkel fehlen die Rückgrat " %Link %Link Merkel SPD Wahlkampf	NN APPR NE $. $( NE VVFIN ART NN $( XY XY NE NE NN	23/-- 24/MNR 25/NK 26/-- 27/-- 7/SB 5/-- 9/NK 7/SB 9/-- 12/PNC 9/NK 14/PNC 15/AG 12/--	case=nom|Sentiment::markable_100500263::Sarcasm=false|EmoExpression::markable_100500265::EmoExpression=True|gender=fem|EmoExpression::markable_100500265::Sarcasm=false|Sentiment::markable_100500263::Polarity=negative|EmoExpression::markable_100500265::Polarity=negative|num=sg|EmoExpression::markable_100500265::Intensity=medium|EmoExpression::markable_100500265::SubjectiveFact=false|EmoExpression::markable_100500265::Uncertain=false|Sentiment::markable_100500263::Intensity=medium|Sentiment::markable_100500263::Sentiment=True Sentiment::markable_100500263::Sentiment=True case=dat|gender=neut|num=sg Target::markable_100500264::Anaphref=empty|Sentiment::markable_100500263::Sentiment=True|Target::markable_100500264::Target=True|Target::markable_100500264::Preferred=true _ case=nom|Sentiment::markable_100500266::Sentiment=True|Sentiment::markable_100500266::Polarity=positive|Sentiment::markable_100500266::Sarcasm=false|Target::markable_100500267::Anaphref=empty|Target::markable_100500267::Target=True|*=True|Target::markable_100500267::Preferred=true|num=sg|Sentiment::markable_100500266::Intensity=medium Sentiment::markable_100500266::Sentiment=True|EmoExpression::markable_100500268::Polarity=negative|mood=ind|EmoExpression::markable_100500268::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500268::Uncertain=false|EmoExpression::markable_100500268::Intensity=medium|EmoExpression::markable_100500268::Sarcasm=false|EmoExpression::markable_100500268::SubjectiveFact=false case=acc|gender=neut|num=sg|EmoExpression::markable_100500268::EmoExpression=True|Sentiment::markable_100500266::Sentiment=True case=acc|gender=neut|num=sg|EmoExpression::markable_100500268::EmoExpression=True|Sentiment::markable_100500266::Sentiment=True _ case=acc|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=masc|num=sg
377909011518988288	mixed	Richtig Gysi ! #SPD hat den Rassisten Sarrazin . Da braucht Stegner nicht die Klappe aufmachen über unsere Leute , die gegen Rassisten kämpfen	richtig Gysi ! #SPD haben die Rassist Sarrazin . da brauchen Stegner nicht die Klappe aufmachen über unser Leute , die gegen Rassist kämpfen	ADJD NE $. ADJD VAFIN ART NN NN $. ADV VVFIN NN PTKNEG ART NN VVFIN APPR PPOSAT NN $, PRELS APPR NN VVFIN	17/MO 15/-- 17/-- 5/MO 3/-- 7/NK 5/SB 5/OA 8/-- 11/MO 9/-- 11/SB 11/NG 15/NK 16/OA 11/CJ 16/OP 19/NK 17/NK 19/-- 24/SB 24/MO 22/NK 19/RC	EmoExpression::markable_100500270::SubjectiveFact=false|EmoExpression::markable_100500270::EmoExpression=True|EmoExpression::markable_100500270::Uncertain=false|EmoExpression::markable_100500270::Polarity=positive|EmoExpression::markable_100500270::Sarcasm=false|pos=True|EmoExpression::markable_100500270::Intensity=medium case=nom|*=True|num=sg _ pos=True pers=3|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_65::Polarity=negative|Sentiment::markable_65::Intensity=medium|num=sg|Sentiment::markable_65::Sentiment=True|Sentiment::markable_65::Sarcasm=false|gender=masc case=acc|EmoExpression::markable_67::Uncertain=false|Sentiment::markable_65::Sentiment=True|EmoExpression::markable_67::SubjectiveFact=false|gender=masc|EmoExpression::markable_67::EmoExpression=True|num=sg|EmoExpression::markable_67::Polarity=negative|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::Intensity=medium case=acc|num=sg|Sentiment::markable_65::Sentiment=True|Target::markable_66::Anaphref=empty|Target::markable_66::Preferred=true|gender=masc|Target::markable_66::Target=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|EmoExpression::markable_100500269::Polarity=negative|EmoExpression::markable_100500269::Sarcasm=false|gender=fem|EmoExpression::markable_100500269::SubjectiveFact=false|num=sg|EmoExpression::markable_100500269::Uncertain=false|EmoExpression::markable_100500269::Intensity=medium|EmoExpression::markable_100500269::EmoExpression=True case=acc|gender=fem|num=sg|EmoExpression::markable_100500269::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind|EmoExpression::markable_100500269::EmoExpression=True _ case=acc|gender=fem|Source::markable_100500275::Source=True|num=sg|Source::markable_100500275::Anaphref=empty case=acc|gender=fem|num=sg|Source::markable_100500275::Source=True _ case=nom|Sentiment::markable_100500271::Sentiment=True|Sentiment::markable_100500271::Polarity=positive|gender=fem|Sentiment::markable_100500271::Intensity=medium|num=sg|Sentiment::markable_100500271::Sarcasm=false|Source::markable_100500272::Anaphref=markable_100500275|Source::markable_100500272::Source=True EmoExpression::markable_100500273::Uncertain=false|EmoExpression::markable_100500273::Intensity=medium|Sentiment::markable_100500271::Sentiment=True|EmoExpression::markable_100500273::Sarcasm=false|EmoExpression::markable_100500273::SubjectiveFact=false|EmoExpression::markable_100500273::Polarity=negative|EmoExpression::markable_100500273::EmoExpression=True case=acc|Target::markable_100500274::Target=True|Target::markable_100500274::Preferred=true|num=pl|Sentiment::markable_100500271::Sentiment=True|Target::markable_100500274::Anaphref=empty|gender=masc Sentiment::markable_100500271::Sentiment=True|EmoExpression::markable_100500273::EmoExpression=True
381996446393696256	positive	Machtoption Grosse Koalition : SPD stellt sich stur	Machtoption groß Koalition : SPD stellen sich stur	NN ADJA NN $. NE VVFIN PRF ADJD	30/CJ 27/NK 25/NK 27/-- 30/SB 24/-- 30/OA 30/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|Target::markable_100500261::Target=True|Sentiment::markable_100500260::Polarity=positive|Sentiment::markable_100500260::Intensity=medium|gender=fem|Sentiment::markable_100500260::Sentiment=True|num=sg|Target::markable_100500261::Anaphref=empty|Sentiment::markable_100500260::Sarcasm=false|Target::markable_100500261::Preferred=true pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500260::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_100500260::Sentiment=True EmoExpression::markable_100500262::EmoExpression=True|EmoExpression::markable_100500262::Uncertain=false|EmoExpression::markable_100500262::SubjectiveFact=false|EmoExpression::markable_100500262::Polarity=negative|pos=True|Sentiment::markable_100500260::Sentiment=True|EmoExpression::markable_100500262::Intensity=medium|EmoExpression::markable_100500262::Sarcasm=false
375324504337436672	positive	Ude : Seehofers PKW - Maut ist " reiner Wahlkampfschlager , die kommt so sicher , wie der Transrapid gekommen ist . " tvduell b ...	Ude : Seehofer Pkw - Maut sein " rein Wahlkampfschlager , die kommen so sicher , wie die Transrapid kommen sein . " tvduell b ...	NE $. NE NN $( ADJD VAFIN $( ADJA NN $, PRELS VVFIN ADV ADJD $, KOUS ART NE VVPP VAFIN $. $( NN VVFIN $.	8/-- 9/-- 12/AG 15/SB 12/-- 15/PD 9/RS 15/-- 18/NK 15/AG 18/-- 21/SB 15/CJ 23/MO 21/MO 23/-- 29/CM 27/NK 29/SB 29/OC 22/CC 29/-- 30/-- 25/MO 23/-- 25/--	case=nom|Sentiment::markable_100500254::Sentiment=True|Source::markable_100500255::Anaphref=empty|Sentiment::markable_100500254::Sarcasm=false|*=True|Sentiment::markable_100500254::Polarity=positive|num=sg|Source::markable_100500255::Source=True|Sentiment::markable_100500254::Intensity=medium Sentiment::markable_100500254::Sentiment=True case=gen|Sentiment::markable_100500254::Sentiment=True|num=sg|Target::markable_100500256::Preferred=true|Target::markable_100500256::Anaphref=empty|*=True|Target::markable_100500256::Target=True case=nom|gender=fem|num=sg|Target::markable_100500256::Target=True|Sentiment::markable_100500254::Sentiment=True Sentiment::markable_100500254::Sentiment=True|Target::markable_100500256::Target=True Sentiment::markable_100500254::Sentiment=True|pos=True|Target::markable_100500256::Target=True pers=3|Sentiment::markable_100500254::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500254::Sentiment=True case=gen|Sentiment::markable_100500254::Sentiment=True|gender=neut|pos=True|Intensifier::markable_100500258::Degree=medium|num=pl|Intensifier::markable_100500258::EmoExpressionRef=emo-expression:markable_100500257|Intensifier::markable_100500258::Intensifier=True case=gen|Sentiment::markable_100500254::Sentiment=True|EmoExpression::markable_100500257::Polarity=positive|gender=neut|EmoExpression::markable_100500257::Sarcasm=false|EmoExpression::markable_100500257::SubjectiveFact=false|num=pl|EmoExpression::markable_100500257::Intensity=strong|EmoExpression::markable_100500257::EmoExpression=True|EmoExpression::markable_100500257::Uncertain=false Sentiment::markable_100500254::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500254::Sentiment=True pers=3|Sentiment::markable_100500254::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500254::Sentiment=True Sentiment::markable_100500254::Sentiment=True|EmoExpression::markable_100500259::Uncertain=false|EmoExpression::markable_100500259::Intensity=medium|EmoExpression::markable_100500259::Sarcasm=false|EmoExpression::markable_100500259::SubjectiveFact=false|pos=True|EmoExpression::markable_100500259::Polarity=positive|EmoExpression::markable_100500259::EmoExpression=True Sentiment::markable_100500254::Sentiment=True Sentiment::markable_100500254::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500254::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500254::Sentiment=True Sentiment::markable_100500254::Sentiment=True pers=3|num=sg|tense=pres|mood=ind Sentiment::markable_100500254::Sentiment=True _ pos=True _ _
357173511934050306	positive	Interessant : In Japan war es bis vor kurzem verboten , online Wahlkampf zu betreiben	Interessant : in Japan sein es bis vor kurz verbieten , online Wahlkampf zu betreiben	NN $. APPR NE VAFIN PPER APPR APPR ADJA VVPP $, ADJA NN PTKZU VVINF	31/PD 27/-- 36/MO 29/NK 26/-- 31/SB 34/AC 36/MO 34/NK 31/PD 36/-- 39/NK 41/OA 41/PM 32/RE	EmoExpression::markable_100500285::Uncertain=false|EmoExpression::markable_100500285::Polarity=positive|Sentiment::markable_100500284::Intensity=medium|Sentiment::markable_100500284::Sentiment=True|pos=True|Sentiment::markable_100500284::Polarity=positive|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::Sarcasm=false|Sentiment::markable_100500284::Sarcasm=false|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True Sentiment::markable_100500284::Sentiment=True Target::markable_100500286::Preferred=true|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True|Target::markable_100500286::Anaphref=empty case=dat|gender=neut|num=sg|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True pers=3|num=sg|tense=past|mood=ind|Target::markable_100500286::Target=True|Sentiment::markable_100500284::Sentiment=True case=nom|pers=3|num=sg|Target::markable_100500286::Target=True|gender=neut|Sentiment::markable_100500284::Sentiment=True Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True case=dat|num=sg|Target::markable_100500286::Target=True|gender=neut|Sentiment::markable_100500284::Sentiment=True|pos=True EmoExpression::markable_100500324::EmoExpression=True|Sentiment::markable_100500284::Sentiment=True|EmoExpression::markable_100500324::SubjectiveFact=true|EmoExpression::markable_100500324::Sarcasm=false|EmoExpression::markable_100500324::Polarity=negative|Target::markable_100500286::Target=True|EmoExpression::markable_100500324::Uncertain=true|EmoExpression::markable_100500324::Intensity=medium Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True case=acc|num=sg|Target::markable_100500286::Target=True|gender=masc|Sentiment::markable_100500284::Sentiment=True|pos=True case=acc|gender=masc|num=sg|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True
370683680538497024	positive	Demo vor Flüchtlingsheim : Grünen - Politiker Königs fordert mehr Hilfen für Kommunen	Demo vor Flüchtlingsheim : grün - Politiker König fordern mehr Hilfe für Kommune	NN APPR NN $. ADJA $( NN NE VVFIN PIAT NN APPR NN	24/SB 16/MO 17/NK 18/-- 22/NK 20/-- 16/PAR 22/AG 15/-- 26/NK 24/OA 26/MNR 27/NK	case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg _ case=dat|Sentiment::markable_100500291::Polarity=positive|Source::markable_100500292::Source=True|Sentiment::markable_100500291::Intensity=medium|gender=fem|pos=True|Sentiment::markable_100500291::Sentiment=True|num=sg|Source::markable_100500292::Anaphref=empty|Sentiment::markable_100500291::Sarcasm=false Source::markable_100500292::Source=True|Sentiment::markable_100500291::Sentiment=True case=nom|gender=masc|num=pl|Source::markable_100500292::Source=True|Sentiment::markable_100500291::Sentiment=True case=gen|*=True|num=sg|Source::markable_100500292::Source=True|Sentiment::markable_100500291::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500291::Sentiment=True *=True|Sentiment::markable_100500291::Sentiment=True case=acc|gender=fem|num=pl|Sentiment::markable_100500291::Sentiment=True Sentiment::markable_100500291::Sentiment=True case=acc|Target::markable_100500293::Target=True|num=pl|Target::markable_100500293::Anaphref=empty|gender=fem|Target::markable_100500293::Preferred=true|Sentiment::markable_100500291::Sentiment=True
349292382828756993	neutral	Spannend , von CDU / CSU FDP , SPD & GRÜNE hat FDP ambitioniertestes Programm zum Schutz vor Fracking Gegen Fracking nur Pir ...	spannend , von CDU / CSU FDP , SPD & grünen haben FDP ambitioniert Programm zu Schutz vor Fracking gegen Fracking nur Pir ...	ADJD $, APPR NE $( NE NE $, NE KON VVFIN VAFIN NE ADJA NN APPRART NN APPR NN APPR NN ADV NE $.	20/MO 14/-- 14/SBP 16/NK 17/-- 17/CJ 25/SB 20/-- 20/CJ 22/CD 23/CJ 13/-- 28/AG 28/NK 25/SB 28/MNR 29/NK 30/OP 31/NK 32/MNR 33/NK 36/MO 28/APP 36/--	pos=True _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=nom|*=True|num=sg _
359988833372225536	neutral	Wie wär ' ' s mal mit ... Revolution ? Unser erstes Grossflächenplakat ist da. linke + btw13	wie wär ' ' s mal mit ... Revolution ? unser erst Grossflächenplakat sein Da. links + btw13	KOKOM ADJD $( $( NN ADV PTKVZ $. NN $. PPOSAT ADJA NN VAFIN NE ADJA KON ADJA	26/MO 24/-- 26/-- 27/-- 26/PAR 29/MO 26/SVP 31/-- 8/-- 9/-- 13/NK 13/NK 14/SB 10/-- 14/SB 14/PD 16/CD 17/CJ	_ pers=3|num=sg|tense=past|mood=subj _ _ _ _ _ _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True _ case=nom|gender=masc|num=sg|pos=True
363402422523133952	neutral	%PosSmiley Wieso gibt es dann ein plug - in das das BE kaputt macht ? Welchen kalender soll man denn nehmen ?	%PosSmiley wieso geben es dann eine plug - in die die be kaputt machen ? welche kalender sollen man denn nehmen ?	ITJ PWAV VVFIN PPER ADV ART NE $( APPR PDS ART NE ADJD VVFIN $. PWS ADJD VMFIN PIS ADV VVINF $.	21/DM 21/MO 18/-- 21/EP 21/MO 25/NK 21/OA 25/-- 32/MO 27/NK 30/NK 32/OA 32/MO 21/OC 32/-- 18/SB 18/MO 15/-- 18/SB 18/MO 18/OC 21/--	EmoExpression::markable_68::Sarcasm=false|EmoExpression::markable_68::Uncertain=false|EmoExpression::markable_68::Intensity=strong|EmoExpression::markable_68::Polarity=positive|EmoExpression::markable_68::EmoExpression=True|EmoExpression::markable_68::SubjectiveFact=false _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=neut|num=sg EmoExpression::markable_100500287::Polarity=negative|EmoExpression::markable_100500287::Sarcasm=false|EmoExpression::markable_100500287::Uncertain=false|EmoExpression::markable_100500287::Intensity=medium|EmoExpression::markable_100500287::SubjectiveFact=false|pos=True|EmoExpression::markable_100500287::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg comp=True pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _
355068462135123968	neutral	Sendetermin heute 23:30 Uhr : " Terror im Kiez " - von Nazis bedroht ... %Link Nonazis nazifrei Anti ...	Sendetermin heute @card@ Uhr : " Terror in Kiez " - von Nazi bedrohen ... %Link Nonazis nazifrei Anti ...	NN ADV CARD NN $. $( NN APPRART NN $( $( APPR NN VVPP $. XY NN ADJD VVFIN $.	22/-- 23/MNR 26/NK 24/MO 26/-- 27/-- 23/PAR 29/MNR 30/NK 31/-- 32/-- 36/SBP 34/NK 29/PAR 36/-- 22/-- 19/OA 19/MO 16/-- 19/--	case=nom|gender=masc|num=sg _ _ case=acc|gender=fem|num=sg _ _ case=acc|EmoExpression::markable_100500288::Sarcasm=false|gender=masc|EmoExpression::markable_100500288::SubjectiveFact=false|EmoExpression::markable_100500288::Polarity=negative|num=sg|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::EmoExpression=True|EmoExpression::markable_100500288::Intensity=medium case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ case=dat|EmoExpression::markable_100500290::Intensity=medium|EmoExpression::markable_100500290::SubjectiveFact=false|EmoExpression::markable_100500290::EmoExpression=True|gender=masc|EmoExpression::markable_100500290::Sarcasm=false|num=pl|EmoExpression::markable_100500290::Polarity=negative|EmoExpression::markable_100500290::Uncertain=false EmoExpression::markable_100500289::Intensity=medium|EmoExpression::markable_100500289::Sarcasm=false|EmoExpression::markable_100500289::SubjectiveFact=false|EmoExpression::markable_100500289::Polarity=negative|EmoExpression::markable_100500289::EmoExpression=True|EmoExpression::markable_100500289::Uncertain=false _ _ case=nom|gender=masc|num=pl pos=True pers=3|num=sg|tense=past|mood=ind _
368720921575424000	positive	" Wie früha , wah ? " spd in friedenau mit götterspeise . Schmeckt wie kindheit und wie kirsche .	" wie früha , wah ? " spd in friedenau mit Götterspeise . schmecken wie Kindheit und wie kirsche .	$( KOUS NE $, NE $. $( VVIMP APPR ADJD APPR NN $. VVFIN KOKOM NN KON KOKOM ADJD $.	22/-- 23/MO 20/-- 23/-- 20/-- 25/-- 26/-- 7/-- 8/MO 9/NK 8/MO 11/NK 12/-- 13/-- 16/CM 14/MO 16/CD 17/CJ 18/CJ 19/--	_ _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ _ _ _ pos=True _ Sentiment::markable_69::Polarity=positive|EmoExpression::markable_70::Sarcasm=false|EmoExpression::markable_70::Intensity=medium|num=sg|Sentiment::markable_69::Intensity=medium|Sentiment::markable_69::Sentiment=True|EmoExpression::markable_70::Uncertain=false|Target::markable_71::Target=True|case=dat|EmoExpression::markable_70::EmoExpression=True|gender=fem|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::SubjectiveFact=false|Sentiment::markable_69::Sarcasm=false|Target::markable_71::Anaphref=empty|Target::markable_71::Preferred=true _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=subj _
378269207785246720	neutral	Roter Fleck auf dem grünen Plakat an der Mainzer Rheinallee	rot Fleck auf die grün Plakat an die Mainzer Rheinallee	ADJA NN APPR ART ADJA NN APPR ART ADJA NN	22/NK 20/-- 22/MNR 26/NK 26/NK 23/NK 26/MNR 30/NK 30/NK 27/NK	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg *=True|pos=True case=dat|gender=fem|num=sg
378171913383993344	neutral	So , in d. Quartett habe ich n paar Aktien drin : %Link Tipp : Volker Becks Mitteilungsbedürfnis . CDU S ...	so , in d. Quartett haben ich n paar Aktie drin : %Link Tip : Volker Beck Mitteilungsbedürfnis . CDU S ...	ADV $, APPR ART NN VAFIN PPER ADJD PIAT NN PTKVZ $. XY NN $. NE NE NN $. NE NN $.	16/MO 11/-- 16/MO 15/NK 13/NK 10/-- 16/SB 19/MO 20/NK 16/OA 20/MNR 21/-- 24/NK 20/PAR 24/-- 27/PNC 28/NK 24/PAR 28/-- 21/SB 19/-- 21/--	_ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 *=True *=True case=acc|gender=fem|num=pl _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ *=True case=dat|*=True|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
374134062186631168	neutral	Aber wo willst Du die 100  Wähler hernehmen ?	aber wo wollen du die @card@ Wähler hernehmen ?	KON PWAV VMFIN PPER ART CARD NN VVINF $.	25/JU 25/MO 22/-- 25/SB 29/NK 29/NK 30/OA 25/OC 30/--	_ _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=pl _ _
350276167292555265	neutral	Forsa : " SPD im Jahrestief - Schwarz - Gelb mit Mehrheit " ( Focus	Forsa : " SPD in Jahrestief - Schwarz - Gelb mit Mehrheit " ( Focus	NE $. $( NE APPRART NN $( NE $( NN APPR NN $( $( NE	9/-- 10/-- 11/-- 9/-- 13/MNR 14/NK 15/-- 15/APP 17/-- 10/RS 19/MNR 20/NK 21/-- 22/-- 9/--	case=nom|*=True|num=sg _ _ case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ _ *=True
354624672157007872	neutral	Blackhalflife ist man von der FDP ja sonst nicht gewohnt : > > >	%User sein man von die FDP ja sonst nicht wohnen : > > >	NE VAFIN PIS APPR ART NE ADV ADV PTKNEG VVPP $. $( $( $(	17/SB 15/-- 17/SB 25/SBP 21/NK 19/NK 25/MO 25/MO 25/NG 17/OC 25/-- 26/-- 27/-- 28/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _ _ _ _ _
359805895145828352	positive	Lesenswert : Katharina Nocun : " Wir werden belogen und hingehalten " %Link via kattascha	Lesenswert : Katharina Nocun : " wir werden belügen und hinhalten " %Link via %User	NN $. NE NE $. $( PPER VAFIN VVPP KON VVPP $( XY APPR NE	22/SB 15/-- 18/PNC 15/SB 18/-- 19/-- 22/SB 14/-- 22/OC 23/CD 24/CJ 25/-- 25/OA 13/-- 14/AG	case=nom|EmoExpression::markable_100500305::SubjectiveFact=false|EmoExpression::markable_100500305::Sarcasm=false|EmoExpression::markable_100500305::EmoExpression=True|gender=neut|EmoExpression::markable_100500305::Uncertain=false|EmoExpression::markable_100500305::Polarity=positive|EmoExpression::markable_100500305::Intensity=medium|Sentiment::markable_100500303::Sentiment=True|num=sg Sentiment::markable_100500303::Sentiment=True case=nom|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Preferred=true|gender=fem|Target::markable_100500306::Target=True|Target::markable_100500306::Anaphref=empty case=nom|gender=fem|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Target=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True case=nom|Sentiment::markable_100500307::Sarcasm=false|Target::markable_100500307::Preferred=true|Sentiment::markable_100500307::Sentiment=True|Target::markable_100500307::Target=True|*=True|Target::markable_100500307::Anaphref=empty|pers=1|Sentiment::markable_100500303::Sentiment=True|num=pl|Target::markable_100500306::Target=True|Sentiment::markable_100500307::Intensity=medium|Sentiment::markable_100500307::Polarity=positive pers=1|Sentiment::markable_100500303::Sentiment=True|num=pl|tense=pres|mood=ind|Sentiment::markable_100500307::Sentiment=True|Target::markable_100500306::Target=True Sentiment::markable_100500307::Sentiment=True|EmoExpression::markable_100500307::Uncertain=false|EmoExpression::markable_100500307::Intensity=medium|Target::markable_100500306::Target=True|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Polarity=negative|Sentiment::markable_100500303::Sentiment=True|EmoExpression::markable_100500307::EmoExpression=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True|Sentiment::markable_100500307::Sentiment=True Sentiment::markable_100500307::Sentiment=True|EmoExpression::markable_100500307::Uncertain=false|EmoExpression::markable_100500307::Intensity=medium|Target::markable_100500306::Target=True|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Polarity=positive|Sentiment::markable_100500303::Sentiment=True|EmoExpression::markable_100500307::EmoExpression=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True _ _ case=gen|*=True|num=sg
