311924950309163010	positive	Neuer Papst sogar ein sehr netter ! %PosSmiley ich freue mich auf seine Tätigkeiten	neu Papst sogar eine sehr nett ! %PosSmiley ich freuen ich auf sein Tätigkeit	ADJA NN ADV ART ADV ADJD $. ITJ PPER VVFIN PRF APPR PPOSAT NN	2/NK 0/-- 4/MO 2/AG 6/MO 2/PD 6/-- 6/DM 10/SB 8/-- 10/OA 10/OP 14/NK 12/NK	case=nom|Target::markable_2::Preferred=true|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|Target::markable_2::Target=True case=nom|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True Intensifier::markable_4::EmoExpressionRef=emo-expression:markable_3|Intensifier::markable_4::Intensifier=True|Intensifier::markable_4::Degree=medium|Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Uncertain=false Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True case=nom|Sentiment::markable_6::Polarity=positive|Source::markable_7::Anaphref=empty|Sentiment::markable_6::Sentiment=True|*=True|Sentiment::markable_6::Sarcasm=false|pers=1|Sentiment::markable_6::Intensity=medium|num=sg|Source::markable_7::Source=True EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_10408073::Uncertain=false|EmoExpression::markable_10408073::EmoExpression=True|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_10408073::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408073::Intensity=medium|EmoExpression::markable_10408073::Polarity=positive|EmoExpression::markable_8::Uncertain=false|EmoExpression::markable_10408073::Sarcasm=false|pers=1|EmoExpression::markable_8::Sarcasm=false|Sentiment::markable_6::Sentiment=True case=acc|pers=1|EmoExpression::markable_8::EmoExpression=True|num=sg|Sentiment::markable_6::Sentiment=True Sentiment::markable_6::Sentiment=True case=acc|num=pl|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|gender=fem|Sentiment::markable_6::Sentiment=True|Target::markable_9::Preferred=true case=acc|gender=fem|Sentiment::markable_6::Sentiment=True|num=pl|Target::markable_9::Target=True
311929858974420992	positive	Wie sie sich alle über die Papst - Sache aufregen .. 1.  Mehr Respekt vor sowas wäre nice . 2.  Sagt nichts dazu , wenn es euch ...	wie sie sich alle über die Papst - Sache aufregen .. @card@ mehr Respekt vor sowas sein nice . @card@ sagen nichts dazu , wenn es ihr ...	KOKOM PPER PRF PIS APPR ART NN $( NN VVFIN NN CARD ADV NN APPR PIS VAFIN ADJD $. CARD VVFIN PIS PAV $, KOUS PPER PPER $.	19/MO 19/SB 19/OA 19/SB 13/MNR 16/NK 14/NK 16/-- 13/APP 9/-- 19/OA 17/SB 12/MO 12/OA 14/MNR 15/NK 11/-- 17/PD 18/-- 21/MO 19/-- 21/SB 27/NK 22/-- 27/CP 27/RE 21/DA 27/--	Sentiment::markable_158::Intensity=medium|Sentiment::markable_158::Sentiment=True|Sentiment::markable_158::Sarcasm=false|Sentiment::markable_158::Polarity=positive case=nom|pers=3|num=pl|Source::markable_159::Anaphref=empty|Source::markable_159::Source=True|Sentiment::markable_158::Sentiment=True|*=True case=acc|EmoExpression::markable_160::Sarcasm=false|EmoExpression::markable_160::Polarity=positive|Sentiment::markable_158::Sentiment=True|EmoExpression::markable_160::Intensity=medium|pers=3|num=pl|EmoExpression::markable_160::Uncertain=false|EmoExpression::markable_160::SubjectiveFact=false|EmoExpression::markable_160::EmoExpression=True case=nom|*=True|num=pl|Sentiment::markable_158::Sentiment=True Sentiment::markable_158::Sentiment=True case=acc|Sentiment::markable_158::Sentiment=True|num=sg|Target::markable_161::Anaphref=empty|Target::markable_161::Preferred=true|Target::markable_161::Target=True|gender=fem case=acc|gender=fem|Target::markable_161::Target=True|num=sg|Sentiment::markable_158::Sentiment=True Target::markable_161::Target=True|Sentiment::markable_158::Sentiment=True case=nom|gender=fem|Target::markable_161::Target=True|num=sg|Sentiment::markable_158::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_158::Sentiment=True|EmoExpression::markable_160::EmoExpression=True gender=neut|*=True|num=sg _ Intensifier::markable_163::Intensifier=True|Intensifier::markable_163::Degree=medium|*=True|Intensifier::markable_163::EmoExpressionRef=emo-expression:markable_162 case=acc|EmoExpression::markable_162::Sarcasm=false|EmoExpression::markable_162::Uncertain=false|EmoExpression::markable_162::Polarity=positive|gender=masc|EmoExpression::markable_162::SubjectiveFact=true|num=sg|EmoExpression::markable_162::Intensity=medium|EmoExpression::markable_162::EmoExpression=True _ gender=neut|*=True pers=3|num=sg|tense=past|mood=subj EmoExpression::markable_164::Polarity=positive|EmoExpression::markable_164::Sarcasm=false|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::SubjectiveFact=false|EmoExpression::markable_164::Intensity=medium _ _ pers=3|num=sg|tense=pres|mood=ind gender=neut|*=True _ _ _ case=nom|gender=neut|num=sg|pers=3 case=dat|*=True|num=pl|pers=2 _
311908951774068736	neutral	Gleich tritt Rafiki auf den Balkon und hält den neuen Papst in die Luft und alle Tiere des geweihten Vatikan fallen auf ...	gleich treten Rafiki auf die Balkon und halten die neu Papst in die Luft und alle Tier die geweiht Vatikan fallen auf ...	ADJD VVFIN NE APPR ART NN KON VVFIN ART ADJA NN APPR ART NN KON PIAT NN ART ADJA NN VVFIN PTKVZ $.	30/MO 28/-- 30/SB 30/MO 34/NK 32/NK 30/CD 35/CJ 39/NK 39/NK 36/OA 39/MNR 42/NK 40/NK 39/CD 45/NK 43/CJ 48/NK 48/NK 45/AG 45/PD 36/SVP 50/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl case=acc|EmoExpression::markable_10408098::Intensity=medium|EmoExpression::markable_10408098::Sarcasm=true|EmoExpression::markable_10408098::Uncertain=false|gender=neut|EmoExpression::markable_10408098::SubjectiveFact=false|num=pl|EmoExpression::markable_10408098::EmoExpression=True|EmoExpression::markable_10408098::Polarity=negative case=gen|gender=neut|num=sg case=gen|gender=neut|EmoExpression::markable_10408099::Polarity=positive|pos=True|EmoExpression::markable_10408099::Intensity=medium|num=sg|EmoExpression::markable_10408099::Uncertain=false|EmoExpression::markable_10408099::SubjectiveFact=false|EmoExpression::markable_10408099::Sarcasm=true|EmoExpression::markable_10408099::EmoExpression=True case=gen|gender=neut|num=sg _ _ _
311923296935501824	mixed	Er sollte interessieren . Reine Ignoranz ist recht naiv . Der Papst ist machtpolitisch und historisch bedeutsam .	er sollen interessieren . rein Ignoranz sein recht naiv . die Papst sein machtpolitisch und historisch bedeutsam .	PPER VMFIN VVINF $. ADJA NN VAFIN ADJD ADJD $. ART NN VAFIN ADJD KON ADJD ADJD $.	25/SB 23/-- 25/OC 26/-- 6/NK 7/SB 4/-- 9/MO 7/PD 9/-- 12/NK 13/SB 10/-- 13/PD 14/CD 15/CJ 13/PD 17/--	case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::EmoExpression=True|EmoExpression::markable_165::Polarity=positive|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false _ case=nom|gender=fem|pos=True|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=negative|Target::markable_167::Anaphref=empty|Target::markable_167::Target=True|Sentiment::markable_166::Intensity=medium|Target::markable_167::Preferred=true case=nom|EmoExpression::markable_10408100::Intensity=medium|EmoExpression::markable_10408100::SubjectiveFact=false|gender=fem|EmoExpression::markable_10408100::Sarcasm=false|Sentiment::markable_166::Sentiment=True|num=sg|EmoExpression::markable_10408100::Polarity=negative|EmoExpression::markable_10408100::Uncertain=false|Target::markable_167::Target=True|EmoExpression::markable_10408100::EmoExpression=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True|Intensifier::markable_169::Intensifier=True|Intensifier::markable_169::EmoExpressionRef=emo-expression:markable_168|Intensifier::markable_169::Degree=medium EmoExpression::markable_168::EmoExpression=True|EmoExpression::markable_168::Sarcasm=false|pos=True|Sentiment::markable_166::Sentiment=True|EmoExpression::markable_168::Polarity=negative|EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Intensity=weak|EmoExpression::markable_168::Uncertain=false _ case=nom|Sentiment::markable_170::Sentiment=True|Target::markable_171::Anaphref=empty|gender=masc|Target::markable_171::Target=True|Sentiment::markable_170::Polarity=positive|Target::markable_171::Preferred=true|num=sg|Sentiment::markable_170::Sarcasm=false|Sentiment::markable_170::Intensity=medium case=nom|gender=masc|Sentiment::markable_170::Sentiment=True|num=sg|Target::markable_171::Target=True pers=3|Sentiment::markable_170::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_170::Sentiment=True|pos=True Sentiment::markable_170::Sentiment=True Sentiment::markable_170::Sentiment=True|pos=True Sentiment::markable_170::Sentiment=True|EmoExpression::markable_172::SubjectiveFact=false|pos=True|EmoExpression::markable_172::Intensity=medium|EmoExpression::markable_172::Uncertain=false|EmoExpression::markable_172::Sarcasm=false|EmoExpression::markable_172::EmoExpression=True|EmoExpression::markable_172::Polarity=positive _
311913619690496000	neutral	Weist er Rauch steigt auf . Der Vorhang öffnet sich . Tim Cook tritt mit einem iPhone 5s  auf den Balkon . Alle jubeln. paps ...	weisen er Rauch steigen auf . die Vorhang öffnen sich . Tim Cook treten mit eine iPhone 5s_ auf die Balkon . alle jubeln. paps ...	VVFIN PPER NE VVFIN PTKVZ $. ART NN VVFIN PRF $. NE NE VVFIN APPR ART NN VVFIN APPR ART NN $. PIAT ADJA NN $.	22/MO 19/SB 19/DA 18/-- 22/SVP 23/-- 8/NK 9/SB 6/-- 9/OA 10/-- 13/PNC 14/SB 11/-- 14/MO 17/NK 15/NK 14/OC 18/MO 21/NK 19/NK 21/-- 25/NK 25/NK 22/-- 25/--	pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_10408101::SubjectiveFact=false|EmoExpression::markable_10408101::Sarcasm=false|EmoExpression::markable_10408101::Polarity=positive|gender=masc|pers=3|EmoExpression::markable_10408101::Uncertain=false|num=sg|EmoExpression::markable_10408101::EmoExpression=True|EmoExpression::markable_10408101::Intensity=medium case=acc|gender=masc|num=sg|EmoExpression::markable_10408101::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl _
311923625760546818	neutral	eine , aber ich muss dem Papst jetzt auch nicht unbedingt folgen ... %PosSmiley	eine , aber ich müssen die Papst jetzt auch nicht unbedingt folgen ... %PosSmiley	ART $, KON PPER VMFIN ART NN ADV ADV PTKNEG ADJD VVINF $. ITJ	31/SB 27/-- 31/JU 31/SB 26/-- 33/NK 38/DA 31/MO 31/MO 31/NG 38/MO 31/OC 38/-- 38/NK	case=nom|gender=fem|num=sg _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ pos=True _ _ EmoExpression::markable_174::Uncertain=false|EmoExpression::markable_174::EmoExpression=True|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=positive|EmoExpression::markable_174::SubjectiveFact=false|EmoExpression::markable_174::Sarcasm=false
312120810628317185	neutral	Kanzlerin Merkel wünscht Papst Franziskus I. Kraft + Gesundheit für seinen Dienst am Glauben + zum Wohl d. Menschen . оти ?	Kanzlerin Merkel wünschen Papst Franziskus I. Kraft + Gesundheit für sein Dienst an Glaube + zu Wohl d. Mensch . оти ?	NN NE VVFIN NN NE NE NN KON NN APPR PPOSAT NN APPRART NN KON APPRART NN ART NN $. NN $.	17/SB 15/NK 14/-- 17/DA 20/PNC 18/NK 17/OA 21/CD 22/CJ 17/MO 26/NK 24/NK 26/MNR 27/NK 27/CD 29/CJ 30/NK 33/NK 31/AG 33/-- 20/-- 21/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_10408104::Sarcasm=false|EmoExpression::markable_10408104::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408104::Polarity=positive|EmoExpression::markable_10408104::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_10408104::Intensity=medium|EmoExpression::markable_10408104::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_10408102::SubjectiveFact=false|EmoExpression::markable_10408102::Polarity=positive|gender=masc|EmoExpression::markable_10408102::Sarcasm=false|EmoExpression::markable_10408102::Uncertain=false|EmoExpression::markable_10408102::EmoExpression=True|num=sg|EmoExpression::markable_10408102::Intensity=medium _ case=acc|gender=fem|EmoExpression::markable_10408103::SubjectiveFact=false|EmoExpression::markable_10408103::Sarcasm=false|num=sg|EmoExpression::markable_10408103::Polarity=positive|EmoExpression::markable_10408103::EmoExpression=True|EmoExpression::markable_10408103::Intensity=medium|EmoExpression::markable_10408103::Uncertain=false _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_10408105::Intensity=medium|gender=masc|EmoExpression::markable_10408105::SubjectiveFact=false|EmoExpression::markable_10408105::EmoExpression=True|EmoExpression::markable_10408105::Polarity=positive|num=sg|EmoExpression::markable_10408105::Uncertain=false|EmoExpression::markable_10408105::Sarcasm=false case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ _
311917309000310785	neutral	Stelle mir gerade vor , wie der neu gewählte Papst gerade die Kardinäle abklatscht und andauernd : " Fuck , ist das kras ...	Stelle ich gerade vor , wie die neu gewählt Papst gerade die Kardinal abklatschen und andauernd : " Fuck , sein die kras ...	NN PRF ADV PTKVZ $, KOUS ART ADJD ADJA NN ADV ART NN VVFIN KON ADJD $. $( NN $, VAFIN ART NN $.	36/SB 36/DA 26/MO 36/MO 26/-- 36/CP 32/NK 31/MO 32/NK 36/SB 36/MO 35/NK 36/OA 22/-- 36/CD 43/PAR 38/-- 39/-- 43/SB 41/-- 37/CJ 45/NK 43/PD 45/--	case=nom|gender=fem|num=sg case=dat|*=True|num=sg|pers=1 _ _ _ _ case=nom|gender=masc|num=sg pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ _ case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
311904508970168320	neutral	Geld Staat Rom : Weist er Rauch über der Sixtinischen Kapelle : Papst ist gewählt : Die römisch - katholische Kirch ...	Geld Staat Rom : weisen er Rauch über die Sixtinische Kapelle : Papst sein wählen : die römisch - katholisch Kirch ...	NN NN NE $. VVFIN PPER NE APPR ART NN NN $. NN VAFIN VVPP $. PRELS ADJD $( ADJA NE $.	29/SB 27/PNC 25/NK 27/-- 24/-- 29/SB 29/DA 29/OP 34/NK 32/NK 34/NK 35/-- 38/SB 35/PAR 38/PD 39/-- 45/NK 44/MO 42/-- 45/NK 35/APP 45/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|EmoExpression::markable_10408106::Intensity=medium|EmoExpression::markable_10408106::Sarcasm=false|EmoExpression::markable_10408106::Uncertain=false|pers=3|EmoExpression::markable_10408106::Polarity=positive|num=sg|EmoExpression::markable_10408106::EmoExpression=True|EmoExpression::markable_10408106::SubjectiveFact=false case=acc|gender=neut|num=sg|EmoExpression::markable_10408106::EmoExpression=True _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|*=True|num=pl pos=True _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _
312171145891819520	positive	Millionen Tweets zur Papst - Wahl : Papst Franziskus wird zum Twitter - Star %Link via focusonline	Million Tweets zu Papst - Wahl : Papst Franziskus werden zu Twitter - Star %Link via %User	NN NN APPRART NN $( NN $. NN NE VAFIN APPRART NN $( NN XY APPR NE	30/SB 23/NK 23/MNR 25/NK 26/-- 26/CJ 28/-- 32/SB 30/NK 22/-- 32/MO 33/NK 34/-- 34/PAR 36/PNC 36/UC 36/UC	case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=nom|Target::markable_176::Preferred=true|Target::markable_176::Anaphref=empty|Target::markable_176::Target=True|gender=masc|Sentiment::markable_175::Sentiment=True|Sentiment::markable_175::Sarcasm=false|num=sg|Sentiment::markable_175::Polarity=positive|Sentiment::markable_175::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_176::Target=True|Sentiment::markable_175::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_175::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True EmoExpression::markable_177::EmoExpression=True|EmoExpression::markable_177::Sarcasm=false|*=True|Sentiment::markable_175::Sentiment=True|EmoExpression::markable_177::Polarity=positive|EmoExpression::markable_177::SubjectiveFact=false|EmoExpression::markable_177::Intensity=medium|EmoExpression::markable_177::Uncertain=false *=True *=True *=True
311909761161494528	neutral	Wenn er ein Pabst der Reformen ist , dann kommt er durch die heilige Türe !	wenn er eine Pabst die Reform sein , dann kommen er durch die heilig Türe !	KOUS PPER ART NE ART NN VAFIN $, ADV VVFIN PPER APPR ART ADJA NN $.	24/CP 24/SB 21/NK 24/PD 23/NK 21/AG 26/RE 24/-- 27/MO 17/-- 27/SB 27/MO 32/NK 32/NK 29/NK 32/--	_ case=nom|gender=masc|num=sg|pers=3 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_10408107::Uncertain=false|gender=fem|pos=True|EmoExpression::markable_10408107::Intensity=medium|EmoExpression::markable_10408107::Polarity=positive|EmoExpression::markable_10408107::EmoExpression=True|num=sg|EmoExpression::markable_10408107::Sarcasm=false|EmoExpression::markable_10408107::SubjectiveFact=false case=acc|gender=fem|num=sg _
312111164526063619	positive	Welt feiert den neuen Papst - Reaktionen auf Franziskus Vor allem US - Präsident Barack Obama freute sich %Link	Welt feiern die neu Papst - Reaktion auf Franziskus vor alle US - Präsident Barack Obama freuen sich %Link	NN VVFIN ART ADJA NN $( NN APPR NE APPR PIS NE $( NN NN NN VVFIN PRF XY	18/SB 16/-- 21/NK 21/NK 18/OA 21/-- 21/APP 23/OP 28/PNC 28/MO 26/NK 24/NK 28/-- 33/SB 32/PNC 30/NK 23/PAR 33/OA 16/--	case=nom|Sentiment::markable_178::Polarity=positive|gender=fem|Sentiment::markable_178::Sentiment=True|Sentiment::markable_178::Sarcasm=false|Sentiment::markable_178::Intensity=medium|num=sg|Source::markable_179::Source=True|Source::markable_179::Anaphref=empty EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|mood=ind|Sentiment::markable_178::Sentiment=True|EmoExpression::markable_180::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True|EmoExpression::markable_180::Polarity=positive case=acc|Target::markable_182::Preferred=true|Target::markable_181::Target=True|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_182::Anaphref=empty|num=sg|Target::markable_181::Anaphref=empty|Target::markable_182::Target=True|Target::markable_181::Preferred=true case=acc|num=sg|Target::markable_181::Target=True|gender=masc|Sentiment::markable_178::Sentiment=True|pos=True|Target::markable_182::Target=True case=acc|num=sg|Target::markable_181::Target=True|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_182::Target=True _ case=nom|gender=fem|num=pl _ case=gen|*=True|num=sg Sentiment::markable_182::Sentiment=True|Sentiment::markable_182::Sarcasm=false|Sentiment::markable_182::Polarity=positive|Sentiment::markable_182::Intensity=medium case=dat|gender=neut|num=sg|Sentiment::markable_182::Sentiment=True case=nom|Source::markable_183::Anaphref=empty|num=sg|*=True|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True|Source::markable_183::Source=True case=nom|gender=masc|num=sg|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True EmoExpression::markable_184::EmoExpression=True|mood=ind|EmoExpression::markable_184::Uncertain=false|pers=3|EmoExpression::markable_184::Polarity=positive|num=sg|tense=past|EmoExpression::markable_184::Sarcasm=false|EmoExpression::markable_184::Intensity=medium|EmoExpression::markable_184::SubjectiveFact=false|Sentiment::markable_182::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_182::Sentiment=True|EmoExpression::markable_184::EmoExpression=True pos=True
311906132929163266	neutral	+ + + Eilmeldung : weist er Rauch steigt auf + + + Der neue Papst brennt + + +	+ + + Eilmeldung : weisen er Rauch steigen auf + + + die neu Papst brennen + + +	KON KON KON NN $. VVFIN PPER NE VVFIN PTKVZ KON KON KON ART ADJA NN VVFIN KON KON KON	25/JU 20/CD 21/CD 22/CJ 23/-- 19/-- 25/SB 28/SB 25/OA 28/SVP 32/CD 30/CD 28/CD 35/NK 35/NK 36/SB 32/CJ 36/MO 37/CD 38/CD	_ _ _ case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_10408108::Uncertain=false|gender=masc|EmoExpression::markable_10408108::Intensity=medium|pers=3|num=sg|EmoExpression::markable_10408108::Sarcasm=false|EmoExpression::markable_10408108::EmoExpression=True|EmoExpression::markable_10408108::SubjectiveFact=false|EmoExpression::markable_10408108::Polarity=positive case=acc|gender=masc|EmoExpression::markable_10408108::EmoExpression=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _
