319780665581264897	negative	JETZT gebe ich Player 6 den Todesstoss . Lange genug hat er sich gewehrt %PosSmiley	jetzt geben ich Player 6 die Todesstoß . lange genug haben er sich wehren %PosSmiley	ADV VVFIN PPER NN CARD ART NN $. ADV ADV VAFIN PPER PRF VVPP ITJ	2/MO 0/-- 2/SB 2/OA 4/NK 7/NK 2/OA 7/-- 10/MO 14/MO 8/-- 11/SB 14/OA 11/OC 14/NK	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_2::Anaphref=empty|gender=masc|Target::markable_2::Preferred=true|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Uncertain=false|gender=masc|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=negative|Sentiment::markable_1::Sentiment=True|num=sg|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
325287863589675009	positive	.. sie hat recht und Du grins gefälligst ... jetzt ♥	.. sie haben recht und du grinsen gefälligst ... jetzt ♥	NN PPER VAFIN ADJD KON PPER VVIMP ADJD $. ADV ADJA	13/-- 3/SB 1/-- 3/OC 4/CD 5/CJ 5/CJ 5/CJ 8/-- 11/MO 9/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=2 case=acc|EmoExpression::markable_100500231::Intensity=weak|gender=neut|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True _ _ _ EmoExpression::markable_177::SubjectiveFact=false|EmoExpression::markable_177::Intensity=medium|EmoExpression::markable_177::EmoExpression=True|EmoExpression::markable_177::Sarcasm=false|EmoExpression::markable_177::Uncertain=false|EmoExpression::markable_177::Polarity=positive
322992523951874048	neutral	So auf dem Weg nach Lüneburg . Bestimmt lenkt mich das etwas ab heute .	so auf die Weg nach Lüneburg . bestimmt lenken ich die etwas ab heute .	ADV APPR ART NN APPR NE $. ADV VVFIN PRF PDS ADV ADV ADV $.	13/MO 11/-- 15/NK 13/NK 15/MNR 16/NK 17/-- 9/MO 7/-- 9/OA 9/SB 13/MO 9/MO 13/NK 14/--	_ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 case=nom|gender=neut|num=sg _ _ _ _
328630070409306114	positive	ich habe den newsflash von Welt gestern an der UBahn gesehen . Ziemlich inhaltslose Angelegenheit zeitverschwendung nachrichten	ich haben die newsflash von Welt gestern an die UBahn sehen . ziemlich inhaltslos Angelegenheit zeitverschwendung nachrichten	PPER VAFIN ART NE APPR NN ADV APPR ART NN VVPP $. ADV ADJA NN ADJD VVFIN	17/SB 15/-- 19/NK 26/OA 19/PG 20/NK 26/MO 26/MO 25/NK 23/NK 17/OC 26/-- 14/MO 15/NK 17/OA 17/MO 12/--	case=nom|Sentiment::markable_178::Polarity=positive|Sentiment::markable_178::Sentiment=True|*=True|Sentiment::markable_178::Sarcasm=false|Source::markable_100500232::Anaphref=empty|pers=1|Sentiment::markable_178::Intensity=medium|num=sg|Source::markable_100500232::Source=True pers=1|Sentiment::markable_178::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Target::markable_179::Preferred=true|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True|Target::markable_179::Anaphref=empty Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg|Target::markable_179::Target=True Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True|Diminisher::markable_100500233::Diminisher=True|Diminisher::markable_100500233::EmoExpressionRef=emo-expression:markable_180|Diminisher::markable_100500233::Degree=medium case=nom|EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|EmoExpression::markable_180::Polarity=negative|gender=fem|Sentiment::markable_178::Sentiment=True|pos=True|EmoExpression::markable_180::SubjectiveFact=false|num=sg|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True case=nom|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg|EmoExpression::markable_180::EmoExpression=True EmoExpression::markable_100500239::Intensity=medium|EmoExpression::markable_100500239::Uncertain=false|EmoExpression::markable_100500239::Sarcasm=false|EmoExpression::markable_100500239::SubjectiveFact=false|EmoExpression::markable_100500239::EmoExpression=True|pos=True|EmoExpression::markable_100500239::Polarity=negative case=acc|gender=masc|num=sg|pos=True
321190601997553664	neutral	BGH : Verschärfung der Rechtsprechung zum Steuerstrafrecht	BGH : Verschärfung die Rechtsprechung zu Steuerstrafrecht	NE $. NN ART NN APPRART NN	17/-- 18/-- 18/RS 22/NK 20/AG 22/MNR 23/NK	case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
326007514334363648	neutral	meine bf ist 10  keine ahnung ob du sie kenst sie ist auch auf twitter und heist Gloria . az	meinen bf sein @card@ keine ahnung ob du sie kenst sie sein auch auf twitter und heist Gloria . az	VVFIN NE VAFIN CARD PIAT TRUNC KOUS PPER PPER NN PPER VAFIN ADV APPR ADJA KON ADJA NN $. ADJA	9/PNC 10/SB 7/-- 14/NK 13/NK 11/AG 16/CP 16/RE 10/SB 10/PD 19/SB 10/MO 21/MO 19/MO 25/NK 22/CD 23/CJ 21/NK 25/-- 19/MO	pers=3|num=sg|tense=pres|mood=subj case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=2 case=nom|gender=fem|num=sg|pers=3 case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _
321639475258212356	positive	Penis - - - &gt; Titten ... Ich hab echt kein Leben ... %PosSmiley	Penis - - - &gt; Titten ... ich haben echt keine Leben ... %PosSmiley	NN $( $( $( $( NN $. PPER VAIMP ADJD PIAT NN $. ITJ	20/-- 21/-- 22/-- 23/-- 24/-- 21/CJ 26/-- 12/SB 12/NK 12/MO 12/NK 7/-- 12/-- 10/DM	case=nom|gender=neut|num=sg _ _ _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_182::Sarcasm=false|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::Polarity=positive|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::Intensity=medium|EmoExpression::markable_182::EmoExpression=True
327768087648669701	negative	" Einmalige Zusendung fällt nicht unter SPAM " - Ich schrieb " im Wiederholungsfall " , Du Depp . Und ich muss keinen Anwalt fragen was SPAM ist	" einmalig Zusendung fallen|fällen nicht unter SPAM " - ich schreiben " in Wiederholungsfall " , du Depp . und ich müssen keine Anwalt fragen was SPAM sein	$( ADJA NN VVFIN PTKNEG APPR NN $( $( PPER VVFIN $( APPRART NN $( $, PPER NN $. KON PPER VMFIN PIAT NN VVFIN PIAT NN VAFIN	16/-- 17/NK 18/SB 14/-- 18/NG 18/MO 20/NK 21/-- 10/-- 11/SB 8/-- 11/-- 11/MO 13/NK 14/-- 15/-- 18/SB 14/PAR 18/-- 22/JU 22/SB 19/-- 24/NK 25/OA 22/OC 27/NK 28/SB 25/OC	_ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg _ _ case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|Sentiment::markable_183::Polarity=negative|Sentiment::markable_183::Sentiment=True|*=True|Sentiment::markable_183::Intensity=medium|Sentiment::markable_183::Sarcasm=false|pers=2|num=sg|Target::markable_184::Preferred=true|Target::markable_184::Anaphref=empty|Target::markable_184::Target=True case=nom|EmoExpression::markable_185::Polarity=negative|Sentiment::markable_183::Sentiment=True|EmoExpression::markable_185::SubjectiveFact=false|EmoExpression::markable_185::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_185::Intensity=medium|EmoExpression::markable_185::Sarcasm=false|EmoExpression::markable_185::Uncertain=false _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
322642609321418752	neutral	Was ist das Gegenteil von Frühlingserwachen ?	was sein die Gegenteil von Frühlingserwachen ?	PIS VAFIN ART NN APPR NN $.	30/SB 28/-- 32/NK 30/SB 32/PG 33/NK 34/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=pl _
322848800081317889	negative	Neulich habe ich so einen abgefahrenen Text gelesen zu einem Radiodings . Muss mal eben suchen , da kippste um %PosSmiley	neulich haben ich so eine abgefahren Text lesen zu eine Radiodings . müssen mal eben suchen , da kippste um %PosSmiley	ADV VAFIN PPER ADV ART ADJA NN VVPP APPR ART NN $. VMFIN ADV ADV VVINF $, ADV ADJD PTKVZ ITJ	15/MO 7/-- 9/SB 15/MO 14/NK 14/NK 15/OA 9/OC 15/MO 18/NK 16/NK 18/-- 12/-- 13/MO 13/MO 13/OC 16/-- 19/MO 16/MO 16/SVP 20/NK	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|Target::markable_187::Anaphref=empty|Sentiment::markable_186::Polarity=negative|gender=masc|Target::markable_187::Preferred=true|num=sg|Sentiment::markable_186::Sarcasm=false|Sentiment::markable_186::Intensity=medium|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True case=acc|EmoExpression::markable_188::EmoExpression=True|EmoExpression::markable_188::SubjectiveFact=false|gender=masc|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::Uncertain=false|pos=True|EmoExpression::markable_188::Polarity=negative|num=sg|Target::markable_187::Target=True|EmoExpression::markable_188::Intensity=medium|Sentiment::markable_186::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _ _ _ pers=3|num=sg|tense=past|mood=ind _ EmoExpression::markable_189::Uncertain=false|EmoExpression::markable_189::EmoExpression=True|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=positive|EmoExpression::markable_189::Intensity=medium|EmoExpression::markable_189::Sarcasm=false
322006820824698880	neutral	Ich habe 250  Nahrungseinheiten geerntet ! %Link android , androidgames , gameinsight	ich haben @card@ Nahrungseinheiten ernten ! %Link android , androidgames , gameinsight	PPER VAFIN CARD NN VVPP $. XY ADJD $, ADJA $, ADJA	23/SB 21/-- 25/NK 26/OA 23/OC 26/-- 6/-- 6/-- 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ pos=True _ case=nom|gender=neut|num=sg|pos=True _ case=nom|gender=neut|num=sg|pos=True
320607543795798016	neutral	jetzt isset passiert .. öach .. ich der oberfaule schnabiffmeister habe mir heutn fahrrad kekauft ... das aldirad das die ...	jetzt isset passieren .. öach .. ich die oberfaul schnabiffmeister haben ich heutn Fahrrad kekauft ... die aldirad die die ...	ADV NN VVFIN ADJA ADJA NN PPER ART ADJA NN VAFIN PPER NE NN VVFIN $. ART NN PDS PDS $.	14/MO 15/SB 12/-- 15/MO 6/NK 4/-- 11/SB 10/NK 10/NK 15/SB 6/-- 15/DA 14/NK 11/SB 11/OC 15/-- 18/NK 16/-- 20/NK 18/AG 20/--	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True pos=True case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=dat|*=True|num=sg|pers=1 _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _
323121895811735552	neutral	Internetspiel gratis Kiez King Game im Rotlichtmilieu %Link zum sofort mitspielen Mafiaspiele Kiez King	Internetspiel gratis Kiez King Game in Rotlichtmilieu %Link zu sofort mitspielen Mafiaspiele Kiez King	NN ADJD NN NE NN APPRART NN XY APPRART ADV VVFIN NN NN NE	32/SB 24/MO 22/NK 26/PNC 24/NK 24/MNR 27/NK 28/NK 24/MNR 30/NK 21/-- 32/SB 33/NK 34/NK	case=nom|gender=neut|num=sg pos=True case=acc|gender=fem|num=sg *=True case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
324909339951366144	neutral	Du kannst für Sie die SIM Karte sperren . Sende uns dazu bitte Ihre Handynummer so wie Ihren Namen via DM. ^ SD	du können für Sie die Sim Karte sperren . senden wir dazu bitte ihr Handynummer so wie ihr Name via DM. ^ SD	PPER VMFIN APPR PPER ART NE NN VVINF $. VVFIN PPER PAV PTKANT PPOSAT NN ADV KOKOM PPOSAT NN APPR NN XY NE	16/SB 14/-- 16/MO 17/NK 21/NK 21/NK 22/OA 16/OC 22/-- 16/RE 10/SB 11/NK 10/MO 15/NK 10/OA 23/MO 19/CM 19/NK 16/CC 19/MNR 20/NK 9/-- 9/--	case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|sup=True case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=nom|*=True|num=pl case=dat|*=True|num=pl|pers=1 _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=fem|num=sg *=True *=True
323545950603837441	positive	Beziehungsstatus : mit einem fetten Grinsen einschlafen .	Beziehungsstatus : mit eine fett Grinsen einschlafen .	NN $. APPR ART ADJA NN VVINF $.	23/-- 24/-- 30/MO 29/NK 29/NK 26/NK 24/SB 30/--	case=nom|Sentiment::markable_190::Polarity=positive|Sentiment::markable_190::Sentiment=True|Target::markable_191::Preferred=true|gender=masc|Sentiment::markable_190::Intensity=medium|Target::markable_191::Anaphref=empty|Sentiment::markable_190::Sarcasm=false|num=sg|Target::markable_191::Target=True Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_190::Sentiment=True case=dat|EmoExpression::markable_100500240::Intensity=medium|EmoExpression::markable_100500240::Polarity=positive|Sentiment::markable_190::Sentiment=True|gender=masc|pos=True|EmoExpression::markable_100500240::SubjectiveFact=false|num=sg|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::Uncertain=false case=dat|gender=masc|num=sg|EmoExpression::markable_100500240::EmoExpression=True|Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True
319809846557954050	negative	Ich fühle mich wie eine Banane	ich fühlen ich wie eine Banane	PPER VVFIN PRF KOKOM ART NN	10/SB 8/-- 10/OA 14/CM 14/NK 10/MO	case=nom|Target::markable_194::Anaphref=empty|Sentiment::markable_193::Sarcasm=false|Sentiment::markable_193::Polarity=negative|*=True|Target::markable_194::Preferred=true|pers=1|Sentiment::markable_193::Intensity=medium|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_194::Target=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_193::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_193::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_193::Sentiment=True
323428812014641152	neutral	Yamaha AX 700  600  Watt : Essen , Ruhr | Verkaufe Yamaha AX 700  Verstärker im beste zustand ! Keine kratzer , Voll f ...	Yamaha AX @card@ @card@ Watt : Essen , Ruhr | Verkauf Yamaha AX @card@ Verstärker in gut zustehen ! keine Kratzer , voll f ...	NN NE CARD CARD NN $. NN $, NN XY NN NN NE CARD NN APPRART ADJA VVFIN $. PIAT NN $, ADJD VVFIN $.	24/SB 7/NK 8/PNC 11/NK 24/PD 11/-- 24/OA 13/-- 13/CJ 6/-- 15/NK 15/NK 18/NK 21/NK 24/OA 24/MO 22/NK 6/-- 24/-- 21/NK 19/-- 21/-- 24/MO 21/OC 24/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ gender=neut|*=True _ case=acc|gender=neut|num=pl _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pos=True _ _
320832419932540928	neutral	NACH dem Lauf , Teil 01:  Johannes aus Reinickendorf . Halbmarathon berlinhalf Vine	nach die Lauf , Teil @card@ Johannes aus Reinickendorf . Halbmarathon berlinhalf Vine	APPR ART NN $, NN CARD NE APPR NN $. NN VVFIN NE	25/-- 28/NK 26/NK 28/-- 32/PNC 32/NK 28/PAR 32/MNR 33/NK 34/-- 12/SB 10/-- 12/OA	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg
321642305247391744	neutral	Bürgergemeinde macht Rückzieher ! Ein Theaterstück über den Massenmörder Breivik hätte eigentlich im Stadthaus gezeigt werden sollen . 7 vor7	Bürgergemeinde machen Rückzieher ! eine Theaterstück über die Massenmörder Breivik haben eigentlich in Stadthaus zeigen werden sollen . 7 vor7	NN VVFIN NN $. ART NN APPR ART NN NN VAFIN ADV APPRART NN VVPP VAINF VMFIN $. CARD CARD	15/SB 13/-- 15/OA 16/-- 6/NK 11/SB 6/MNR 9/NK 7/NK 9/NK 4/-- 15/MO 15/MO 13/NK 16/OC 17/OC 11/OC 17/-- 20/NMC 18/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind _ _ _
320537205930065921	neutral	Check out " Straight - Rap so wie Ein Waffenschrank " by STRAIGHT ( Warghosts Germany )	Check out " Straight - Rap so wie eine Waffenschrank " by STRAIGHT ( Warghosts Germany )	NN FM $( NN $( NN ADV KOKOM ART NN $( NE NE $( NE NE $(	20/-- 21/NK 22/-- 21/PAR 6/-- 7/CC 16/PNC 10/CM 10/NK 7/CC 10/-- 13/PNC 10/NK 13/-- 16/PNC 4/-- 16/--	case=nom|gender=masc|num=sg _ _ *=True _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg _ *=True *=True _
323741871023206400	neutral	Wolkig mit Aussicht auf Musik 106:  Heute mit Tripwires , Bombay Show Pig , The Twilight Sad , Twin Tigers und Ho ...	wolkig mit Aussicht auf Musik @card@ heute mit Tripwires , Bombay Show Pig , The Twilight Sad , Twin Tiger und Ho ...	ADJD APPR NN APPR NN CARD ADV APPR TRUNC $, NE NN ADJD $, FM NN NE $, NN NN KON NE $.	19/MO 30/MO 19/NK 20/MNR 21/NK 22/NK 25/MO 19/CJ 29/NK 26/-- 29/NK 25/NK 34/PD 30/-- 34/PNC 34/PNC 17/-- 34/-- 37/PNC 34/CJ 37/CD 38/CJ 39/--	pos=True _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pos=True _ *=True *=True case=nom|*=True|num=sg _ *=True case=acc|*=True|num=sg _ case=acc|*=True|num=sg _
325773282404089856	neutral	Heck nawl , " cudnt even picture dem doing dhat .. !	Heck nawl , " cudnt even picture die doing dhat .. !	NN NE $, $( NN ADJA NN ART NE NE NN $.	23/-- 24/NK 25/-- 26/-- 24/APP 30/NK 28/NK 34/NK 33/PNC 34/NK 24/PD 11/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
320134717980696576	neutral	Landeshauptmann a. D. Dörfler wurde zum Bundesrat angelobt und befindet sich jetzt in einer " Phase des Lernens "	Landeshauptmann a. D. Dörfler werden zu Bundesrat angelobt und befinden sich jetzt in eine " Phase die Lernen "	NN APPR NE NN VAFIN APPRART NN ADJD KON VVFIN PRF ADV APPR ART $( NN ART NN $(	17/SB 13/MNR 16/PNC 14/NK 12/-- 17/MO 18/NK 17/PD 17/CD 21/CJ 22/OA 22/MO 22/MO 28/NK 26/-- 25/NK 30/NK 28/AG 30/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _
325150870884990976	neutral	Motor Re : 848  spritzt nicht ein / startet nicht %Link Ducati SBK	Motor Re : @card@ spritzen nicht ein / starten nicht %Link Ducati SBK	NN NN $. CARD VVFIN PTKNEG PTKVZ $( VVFIN PTKNEG XY NE NE	28/SB 20/NK 21/-- 24/SB 20/PAR 24/NG 24/SVP 26/-- 19/-- 28/NG 32/PNC 32/PNC 28/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
321082596215889920	positive	Nicht mal mein " Kalinke " Klingelton heitert mich auf . ; ;	nicht mal mein " Kalinke " Klingelton heitern ich auf . ; ;	PTKNEG ADV PPOSAT $( NN $( NN VVFIN PRF PTKVZ $. $. $.	18/NG 14/MO 18/NK 16/-- 21/SB 18/-- 18/CJ 13/-- 21/OA 21/SVP 23/-- 11/-- 12/--	Sentiment::markable_196::Intensity=medium|Sentiment::markable_196::Polarity=positive|Sentiment::markable_196::Sarcasm=false|Sentiment::markable_196::Sentiment=True Sentiment::markable_196::Sentiment=True case=nom|num=sg|Target::markable_197::Preferred=true|gender=masc|Sentiment::markable_196::Sentiment=True|Target::markable_197::Target=True|Target::markable_197::Anaphref=empty Sentiment::markable_196::Sentiment=True case=acc|gender=masc|Sentiment::markable_196::Sentiment=True|num=pl|Target::markable_197::Target=True Sentiment::markable_196::Sentiment=True|Target::markable_197::Target=True case=acc|gender=masc|Sentiment::markable_196::Sentiment=True|num=pl|Target::markable_197::Target=True mood=ind|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|Sentiment::markable_196::Sentiment=True|EmoExpression::markable_199::Polarity=positive|pers=3|EmoExpression::markable_199::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_199::Intensity=medium|EmoExpression::markable_199::Uncertain=false case=acc|pers=1|num=sg|Sentiment::markable_196::Sentiment=True|Source::markable_200::Anaphref=empty|Source::markable_200::Source=True Sentiment::markable_196::Sentiment=True|EmoExpression::markable_199::EmoExpression=True _ EmoExpression::markable_100500234::Uncertain=false|EmoExpression::markable_100500234::Polarity=negative|EmoExpression::markable_100500234::Sarcasm=false|EmoExpression::markable_100500234::Intensity=weak|EmoExpression::markable_100500234::SubjectiveFact=false|EmoExpression::markable_100500234::EmoExpression=True EmoExpression::markable_100500234::EmoExpression=True
326787415803052032	neutral	Master bringt mir Deutsch bei : 3	Master bringen ich deutsch bei : 3	NN VVFIN PPER NN PTKVZ $. CARD	15/SB 13/-- 15/DA 15/OA 15/SVP 18/-- 17/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 case=nom|gender=masc|num=sg _ _ _
