319780665581264897	negative	JETZT geb ich Player 6 den Todesstoß . Lange genug hat er sich gewehrt :)	jetzt geb ich Player 6 die Todesstoß . lange genug haben er sich wehren :)	ADV VVFIN PPER NN CARD ART NN $. ADV ADV VAFIN PPER PRF VVPP ADJA	2/MO 0/-- 2/SB 2/SB 2/MO 7/NK 2/OA 7/-- 10/MO 14/MO 8/-- 11/SB 14/OA 11/OC 14/MO	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True mood=ind|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|tense=past|Target::markable_2::Anaphref=empty|Target::markable_2::Preferred=true|Target::markable_2::Target=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Uncertain=false|gender=masc|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=negative|Sentiment::markable_1::Sentiment=True|num=sg|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ case=gen|EmoExpression::markable_5::Intensity=medium|gender=masc|EmoExpression::markable_5::EmoExpression=True|pos=True|EmoExpression::markable_5::Uncertain=false|num=pl|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::Polarity=positive
319561793158660096	positive	@tessalynnxo @planetjedward Ich hoffe die kommen echt morgen schon zurück .	@tessalynnxo @planetjedward ich hoffen die kommen echt morgen schon zurück .	NN NE PPER VVFIN ART VVFIN ADJD ADV ADV PTKVZ $.	25/-- 1/-- 4/SB 2/-- 6/NK 4/OC 6/MO 6/MO 8/MO 6/SVP 10/--	_ case=nom|gender=neut|num=sg case=nom|Source::markable_173::Anaphref=empty|Sentiment::markable_171::Sentiment=True|*=True|pers=1|Source::markable_173::Source=True|num=sg|Sentiment::markable_171::Sarcasm=false|Sentiment::markable_171::Polarity=positive|Sentiment::markable_171::Intensity=medium EmoExpression::markable_174::Uncertain=false|EmoExpression::markable_174::EmoExpression=True|mood=ind|Sentiment::markable_171::Sentiment=True|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=positive|EmoExpression::markable_174::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_174::SubjectiveFact=false case=acc|num=pl|Target::markable_172::Target=True|Target::markable_172::Preferred=true|Target::markable_172::Anaphref=empty|Sentiment::markable_171::Sentiment=True|*=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True|pos=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True _
327290543820398592	neutral	Tropical Island 2 für 1 Gutscheine ! Bis 30.12 . 2013  gültig ! : Berlin | Hallo liebe Leute . Ich habe noch einige ... http://t.co/vnFmbEyZfx	Tropical Island 2 für 1 Gutschein ! bis @card@ . @card@ gültig ! : Berlin | hallo lieb Leute . ich haben noch einige ... http://t.co/vnFmbEyZfx	NE NE CARD APPR CARD NN $. APPR CARD $. CARD ADJD $. $. NE XY ITJ ADJA NN $. PPER VAFIN ADV PIS $. NN	13/PNC 11/-- 13/NK 13/MO 17/NK 15/NK 17/-- 7/-- 8/NK 9/-- 9/PD 8/PD 12/-- 13/-- 19/SB 13/-- 19/NK 19/NK 13/-- 19/-- 22/SB 20/-- 24/MO 22/OA 24/-- 25/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ case=acc|gender=masc|num=pl _ _ _ _ _ pos=True _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|*=True|num=pl _ _
324247193257144320	positive	@Antiidiotikum Ehrlich gesagt doch . Glaube ich . Sehe ich um mich herum . Aber zum Glück ist ja jedes Kind anders . :-)	@Antiidiotikum ehrlich sagen doch . glauben ich . sehen ich um ich herum . aber zu Glück sein ja jede Kind anders . :-)	NN ADJD VVPP KON $. VVFIN PPER $. VVFIN PPER APPR PRF PTKVZ $. ADV APPRART NN VAFIN ADV PIAT NN ADV $. $(	26/-- 3/MO 1/-- 3/CD 4/-- 5/-- 6/SB 7/-- 8/-- 9/SB 9/MO 11/NK 11/MO 13/-- 16/MO 18/MO 16/NK 14/-- 18/MO 21/NK 18/SB 18/MO 22/-- 23/--	case=nom|gender=neut|num=sg pos=True _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|*=True|num=sg|pers=1 _ _ Sentiment::markable_100500227::Sarcasm=false|Sentiment::markable_100500227::Intensity=medium|Sentiment::markable_100500227::Sentiment=True|Sentiment::markable_100500227::Polarity=positive case=dat|gender=neut|EmoExpression::markable_100500228::Polarity=positive|EmoExpression::markable_100500228::Sarcasm=false|num=sg|EmoExpression::markable_100500228::Uncertain=false|EmoExpression::markable_100500228::Intensity=medium|Sentiment::markable_100500227::Sentiment=True|EmoExpression::markable_100500228::SubjectiveFact=false|EmoExpression::markable_100500228::EmoExpression=True case=dat|gender=neut|EmoExpression::markable_100500228::EmoExpression=True|num=sg|Sentiment::markable_100500227::Sentiment=True mood=ind|Target::markable_100500229::Preferred=true|Target::markable_100500229::Anaphref=empty|pers=3|num=sg|tense=pres|Sentiment::markable_100500227::Sentiment=True|Target::markable_100500229::Target=True Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True Sentiment::markable_100500227::Sentiment=True EmoExpression::markable_175::EmoExpression=True|EmoExpression::markable_175::SubjectiveFact=false|EmoExpression::markable_175::Sarcasm=false|EmoExpression::markable_175::Uncertain=false|Sentiment::markable_100500227::Sentiment=True|EmoExpression::markable_175::Intensity=medium|EmoExpression::markable_175::Polarity=positive
324646028668190720	neutral	ein neuer klasse Bandname : Filament	eine neu klasse Bandname : Filament	ART ADJA ADJA NN $. NN	28/NK 28/NK 28/NK 24/-- 28/-- 24/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg
328867774128586754	neutral	@_skudder_ einfach sagen : grüße von so nem inetkumpelpissazeugs den ich ned kenn 8)	@_skudder_ einfach sagen : grüßen von so nem inetkumpelpissazeugs die ich ned kennen 8)	NN ADJD VVINF $. VVFIN APPR ADV ADJA NN ART PPER ADJA VVIMP ADJA	6/-- 3/MO 1/-- 3/-- 3/OC 5/MO 8/MO 9/NK 6/NK 13/OA 12/SB 13/NK 5/CJ 5/MO	_ pos=True _ _ pers=3|num=sg|tense=pres|mood=subj _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::SubjectiveFact=false|EmoExpression::markable_176::EmoExpression=True|EmoExpression::markable_176::Polarity=positive
325287863589675009	neutral	RT @4_myDream : @iamnorda @JuliaSrk .. sie hat recht und Du grins gefälligst ... jetzt ♥	RT @4_myDream : @iamnorda @JuliaSrk .. sie haben recht und du grinsen gefälligst ... jetzt ♥	NE NN $. NN ADJA NN PPER VAFIN ADJD KON PPER VVIMP ADJD $. ADV ADJA	16/SB 14/-- 16/-- 3/-- 4/-- 5/-- 8/SB 6/-- 8/OC 9/CD 10/CJ 10/CJ 10/CJ 13/-- 16/MO 14/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=2 case=acc|EmoExpression::markable_100500231::Intensity=weak|gender=neut|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True _ _ _ EmoExpression::markable_177::SubjectiveFact=false|EmoExpression::markable_177::Intensity=medium|EmoExpression::markable_177::EmoExpression=True|EmoExpression::markable_177::Sarcasm=false|EmoExpression::markable_177::Uncertain=false|EmoExpression::markable_177::Polarity=positive
322992523951874048	neutral	So auf dem Weg nach Lüneburg . Bestimmt lenkt mich das etwas ab heute .	so auf die Weg nach Lüneburg . bestimmt lenken ich die etwas ab heute .	ADV APPR ART NN APPR NE $. ADV VVFIN PRF PDS ADV ADV ADV $.	18/MO 16/-- 20/NK 18/NK 20/MNR 21/NK 22/-- 9/MO 7/-- 9/OA 9/SB 13/MO 9/MO 13/NK 14/--	_ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 case=nom|gender=neut|num=sg _ _ _ _
328630070409306114	positive	@_yurdakul_ ich habe den newsflash von Welt gestern an der UBahn gesehen . Ziemlich inhaltslose Angelegenheit #zeitverschwendung #nachrichten	@_yurdakul_ ich haben die newsflash von Welt gestern an die UBahn sehen . ziemlich inhaltslos Angelegenheit #zeitverschwendung #nachrichten	NN PPER VAFIN ART NE APPR NN ADV APPR ART NN VVPP $. ADV ADJA NN NN ADJA	15/-- 3/SB 1/-- 5/NK 12/OA 5/PG 6/NK 12/MO 12/MO 11/NK 9/NK 3/OC 12/-- 15/MO 16/NK 18/OA 16/NK 13/--	_ case=nom|Sentiment::markable_178::Polarity=positive|Sentiment::markable_178::Sentiment=True|*=True|Sentiment::markable_178::Sarcasm=false|Source::markable_100500232::Anaphref=empty|pers=1|Sentiment::markable_178::Intensity=medium|num=sg|Source::markable_100500232::Source=True pers=1|Sentiment::markable_178::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Target::markable_179::Preferred=true|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True|Target::markable_179::Anaphref=empty Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg|Target::markable_179::Target=True Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True|Diminisher::markable_100500233::Diminisher=True|Diminisher::markable_100500233::EmoExpressionRef=emo-expression:markable_180|Diminisher::markable_100500233::Degree=medium case=nom|EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|EmoExpression::markable_180::Polarity=negative|gender=fem|Sentiment::markable_178::Sentiment=True|pos=True|EmoExpression::markable_180::SubjectiveFact=false|num=sg|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True case=nom|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg|EmoExpression::markable_180::EmoExpression=True case=nom|EmoExpression::markable_100500239::Uncertain=false|EmoExpression::markable_100500239::Intensity=medium|gender=fem|EmoExpression::markable_100500239::EmoExpression=True|num=sg|EmoExpression::markable_100500239::Sarcasm=false|EmoExpression::markable_100500239::SubjectiveFact=false|EmoExpression::markable_100500239::Polarity=negative case=gen|gender=fem|num=sg|pos=True
321190601997553664	neutral	BGH : Verschärfung der Rechtsprechung zum Steuerstrafrecht http://t.co/uOR5RG1Uav	BGH : Verschärfung die Rechtsprechung zu Steuerstrafrecht http://t.co/uOR5RG1Uav	NE $. NN ART NN APPRART NN NN	18/-- 19/-- 19/RS 23/NK 21/AG 23/MNR 24/NK 25/NK	case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg
326007514334363648	neutral	@sarinagrosche meine bf ist 10  keine ahnung ob du sie kenst sie ist auch auf twitter und heist Gloria . az	@sarinagrosche meinen bf sein @card@ keine ahnung ob du sie kenst sie sein auch auf twitter und heist Gloria . az	NN VVFIN NE VAFIN CARD PIAT TRUNC KOUS PPER PPER NN PPER VAFIN ADV APPR ADJA KON ADJA NN $. ADJA	8/-- 3/PNC 4/SB 1/-- 8/NK 7/NK 5/AG 10/CP 10/RE 4/SB 4/PD 13/SB 4/MO 15/MO 13/MO 19/NK 16/CD 17/CJ 15/NK 19/-- 13/MO	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=2 case=nom|gender=fem|num=sg|pers=3 case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _
321639475258212356	neutral	Penis - - - &gt; Titten .... Ich hab echt kein Leben ... xD	Penis - - - &gt; Titten .... ich haben echt keine Leben ... xD	NN $( $( $( $( NN NN PPER VAIMP ADJD PIAT NN $. ADJA	21/-- 22/-- 23/-- 24/-- 25/-- 22/CJ 22/OA 12/SB 12/NK 12/MO 12/NK 7/-- 12/-- 13/--	case=nom|gender=neut|num=sg _ _ _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_182::Sarcasm=false|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::Polarity=positive|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::Intensity=medium|EmoExpression::markable_182::EmoExpression=True
327768087648669701	negative	" Einmalige Zusendung fällt nicht unter SPAM " - Ich schrieb " im Wiederholungsfall " , Du Depp . Und ich muss keinen Anwalt fragen was SPAM ist	" einmalig Zusendung fallen|fällen nicht unter SPAM " - ich schreiben " in Wiederholungsfall " , du Depp . und ich müssen keine Anwalt fragen was SPAM sein	$( ADJA NN VVFIN PTKNEG APPR NN $( $( PPER VVFIN $( APPRART NN $( $, PPER NN $. KON PPER VMFIN PIAT NN VVFIN PIAT NN VAFIN	16/-- 17/NK 18/SB 14/-- 18/NG 18/MO 20/NK 21/-- 10/-- 11/SB 8/-- 11/-- 11/MO 13/NK 14/-- 15/-- 18/SB 14/PAR 18/-- 22/JU 22/SB 19/-- 24/NK 25/OA 22/OC 27/NK 28/SB 25/OC	_ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg _ _ case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|Sentiment::markable_183::Polarity=negative|Sentiment::markable_183::Sentiment=True|*=True|Sentiment::markable_183::Intensity=medium|Sentiment::markable_183::Sarcasm=false|pers=2|num=sg|Target::markable_184::Preferred=true|Target::markable_184::Anaphref=empty|Target::markable_184::Target=True case=nom|EmoExpression::markable_185::Polarity=negative|Sentiment::markable_183::Sentiment=True|EmoExpression::markable_185::SubjectiveFact=false|EmoExpression::markable_185::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_185::Intensity=medium|EmoExpression::markable_185::Sarcasm=false|EmoExpression::markable_185::Uncertain=false _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
322642609321418752	neutral	Was ist das Gegenteil von Frühlingserwachen ? http://t.co/7sNL7S8YoG	was sein die Gegenteil von Frühlingserwachen ? http://t.co/7sNL7S8YoG	PIS VAFIN ART NN APPR NN $. NN	30/SB 28/-- 32/NK 30/SB 32/PG 33/NK 34/-- 7/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=pl _ case=nom|gender=fem|num=sg
322848800081317889	negative	@bewitchedmind Neulich habe ich so einen abgefahrenen Text gelesen zu einem Radiodings . Muss mal eben suchen , da kippste um ;)	@bewitchedmind neulich haben ich so eine abgefahren Text lesen zu eine Radiodings . müssen mal eben suchen , da kippste um ;)	NN ADV VAFIN PPER ADV ART ADJA NN VVPP APPR ART NN $. VMFIN ADV ADV VVINF $, ADV ADJD APPR ADJA	8/-- 9/MO 1/-- 3/SB 9/MO 8/NK 8/NK 9/OA 3/OC 9/MO 12/NK 10/NK 12/-- 13/-- 14/MO 14/MO 14/OC 17/-- 20/MO 17/CJ 17/OP 21/NK	case=nom|gender=masc|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|Target::markable_187::Anaphref=empty|Sentiment::markable_186::Polarity=negative|gender=masc|Target::markable_187::Preferred=true|num=sg|Sentiment::markable_186::Sarcasm=false|Sentiment::markable_186::Intensity=medium|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True case=acc|EmoExpression::markable_188::EmoExpression=True|EmoExpression::markable_188::SubjectiveFact=false|gender=masc|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::Uncertain=false|pos=True|EmoExpression::markable_188::Polarity=negative|num=sg|Target::markable_187::Target=True|EmoExpression::markable_188::Intensity=medium|Sentiment::markable_186::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _ _ _ pers=3|num=sg|tense=past|mood=ind _ case=dat|EmoExpression::markable_189::EmoExpression=True|gender=masc|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=positive|pos=True|EmoExpression::markable_189::Sarcasm=false|EmoExpression::markable_189::Uncertain=false|num=pl|EmoExpression::markable_189::Intensity=medium
322006820824698880	neutral	Ich habe 250  Nahrungseinheiten geerntet ! http://t.co/aFYg9dLra9 #android , #androidgames , #gameinsight	ich haben @card@ Nahrungseinheiten ernten ! http://t.co/aFYg9dLra9 #android , #androidgames , #gameinsight	PPER VAFIN CARD NN VVPP $. CARD NN $, NN $, NN	24/SB 22/-- 26/NK 27/OA 24/OC 27/-- 8/NK 6/-- 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _
320607543795798016	neutral	jetzt isset passiert .. öach .. ich der oberfaule schnabiffmeister hab mir heutn fahrrad kekauft ... das aldirad das die ... http://t.co/CtSSWtNwew	jetzt isset passieren .. öach .. ich die oberfaul schnabiffmeister haben ich heutn Fahrrad kekauft ... die aldirad die die ... http://t.co/CtSSWtNwew	ADV NN VVFIN ADJA ADJA NN PPER ART ADJA NN VAIMP PRF NE NN VVFIN $. ART NN PDS PDS $. NN	14/MO 15/SB 12/-- 15/MO 6/NK 4/-- 15/SB 10/NK 10/NK 15/SB 10/NK 15/DA 14/NK 15/SB 6/-- 15/-- 18/NK 16/-- 20/NK 18/AG 20/-- 21/--	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True pos=True case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=1 case=nom|*=True|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _
323121895811735552	neutral	Internetspiel gratis Kiez King Game im Rotlichtmilieu http://t.co/Ces11cBGSZ zum sofort mitspielen #Mafiaspiele Kiez King	Internetspiel gratis Kiez King Game in Rotlichtmilieu http://t.co/Ces11cBGSZ zu sofort mitspielen #Mafiaspiele Kiez King	NN ADJD NN NE NN APPRART NN NE APPRART ADV VVFIN NN NN NE	33/SB 25/MO 23/NK 27/PNC 25/NK 25/MNR 28/NK 29/NK 25/MNR 31/NK 22/-- 33/SB 33/OA 35/NK	case=nom|gender=neut|num=sg pos=True case=acc|gender=fem|num=sg *=True case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=past|mood=ind case=nom|gender=masc|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
324909339951366144	neutral	@Physiochris Du kannst für Sie die SIM Karte sperren . Sende uns dazu bitte Ihre Handynummer so wie Ihren Namen via DM. ^ SD	@Physiochris du können für Sie die Sim Karte sperren . senden wir dazu bitte ihr Handynummer so wie ihr Name via DM. ^ SD	NN PPER VMFIN APPR PPER ART NE NN VVINF $. VVFIN PPER PAV PTKANT PPOSAT NN ADV KOKOM PPOSAT NN APPR NN XY NE	14/-- 3/SB 1/-- 3/MO 4/NK 8/NK 8/NK 9/OA 3/OC 9/-- 17/RE 11/SB 12/NK 11/MO 16/NK 11/OA 24/MO 20/CM 20/NK 17/CC 20/MNR 21/NK 10/-- 10/--	_ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|sup=True case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=nom|*=True|num=pl case=dat|*=True|num=pl|pers=1 _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=fem|num=sg *=True *=True
323545950603837441	positive	Beziehungsstatus : mit einem fetten Grinsen einschlafen .	Beziehungsstatus : mit eine fett Grinsen einschlafen .	NN $. APPR ART ADJA NN VVINF $.	24/-- 25/-- 31/MO 30/NK 30/NK 27/NK 25/SB 31/--	case=nom|Sentiment::markable_190::Polarity=positive|Sentiment::markable_190::Sentiment=True|Target::markable_191::Preferred=true|gender=masc|Sentiment::markable_190::Intensity=medium|Target::markable_191::Anaphref=empty|Sentiment::markable_190::Sarcasm=false|num=sg|Target::markable_191::Target=True Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_190::Sentiment=True case=dat|EmoExpression::markable_100500240::Intensity=medium|EmoExpression::markable_100500240::Polarity=positive|Sentiment::markable_190::Sentiment=True|gender=masc|pos=True|EmoExpression::markable_100500240::SubjectiveFact=false|num=sg|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::Uncertain=false case=dat|gender=masc|num=sg|EmoExpression::markable_100500240::EmoExpression=True|Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True
319809846557954050	negative	Ich fühle mich wie eine Banane	ich fühlen ich wie eine Banane	PPER VVFIN PRF KOKOM ART NN	10/SB 8/-- 10/OA 14/CM 14/NK 10/MO	case=nom|Target::markable_194::Anaphref=empty|Sentiment::markable_193::Sarcasm=false|Sentiment::markable_193::Polarity=negative|*=True|Target::markable_194::Preferred=true|pers=1|Sentiment::markable_193::Intensity=medium|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_194::Target=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_193::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_193::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_193::Sentiment=True
323428812014641152	neutral	Yamaha AX 700  600  Watt : Essen , Ruhr | Verkaufe Yamaha AX 700  Verstärker im best zustand !! Keine kratzer , Voll f ... http://t.co/1ugKtpSrCv	Yamaha AX @card@ @card@ Watt : Essen , Ruhr | Verkauf Yamaha AX @card@ Verstärker in gut zustehen !! keine Kratzer , voll f ... http://t.co/1ugKtpSrCv	NN NE CARD CARD NN $. NN $, NN XY NN NN NE CARD NN APPRART ADJD VVFIN ADJD PIAT NN $, ADJD VVFIN $. NE	24/SB 7/NK 8/PNC 11/NK 7/OA 11/-- 11/APP 13/-- 13/CJ 17/NK 7/CJ 19/PNC 17/NK 21/NK 17/PAR 21/MNR 22/NK 6/-- 24/MO 21/NK 19/-- 21/-- 24/MO 21/OC 24/-- 24/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ gender=neut|*=True _ case=acc|gender=neut|num=pl _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pos=True _ _ _
320832419932540928	neutral	RT @BMOnline : NACH dem Lauf , Teil 01:  Johannes aus Reinickendorf . #Halbmarathon #berlinhalf #Vine https://t.co/j46BqfpveG	RT @BMOnline : nach die Lauf , Teil @card@ Johannes aus Reinickendorf . #Halbmarathon #berlinhalf #Vine https://t.co/j46BqfpveG	NE NN $. APPR ART NN $, NN CARD NE APPR NN $. NN VVFIN NE NN	28/SB 26/-- 28/-- 3/-- 6/NK 4/NK 6/-- 10/PNC 10/NK 6/PAR 10/MNR 11/NK 12/-- 15/SB 13/-- 15/SB 15/OA	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
